,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
1410,torch.nn.quantized.functional.avg_pool2d,stride,"stride of the pooling operation. Can be a single number or a tuple (sH, sW). Default: `kernel_size`",Default PARAM,,,,,,
1411,torch.nn.quantized.functional.avg_pool2d,stride,"stride of the pooling operation. Can be a single number or a tuple (sH, sW). Default: `kernel_size`",stride of the pooling operation,int,,,"[0,inf)",,
1412,torch.nn.Unfold,stride,the stride of the sliding blocks in the input spatial dimensions. Default: 1,Default CONSTANT_NUM,bool,,0,,,
1413,torch.nn.Unfold,stride,the stride of the sliding blocks in the input spatial dimensions. Default: 1,the stride of the sliding blocks in the input spatial dimensions,int,,,"[0,inf)",,
1414,torch.nn.functional.kl_div,target,Tensor of the same shape as input,D_STRUCTURE of the same shape as PARAM,,&input,,,,D_STRUCTURE
1415,torch.distributed.all_gather,tensor,Tensor to be broadcast from current process.,D_STRUCTURE to be broadcast from current process,,,,,,D_STRUCTURE
1416,torch.nn.init.ones_,tensor,an n-dimensional torch.Tensor,an n dimensional D_STRUCTURE,,,,,,D_STRUCTURE
1417,torch.cat,tensors,"any python sequence of tensors of the same type. Non-empty tensors provided must have the same shape, except in the cat dimension.",any python D_STRUCTURE of D_STRUCTURE of the same type,,,,,,D_STRUCTURE
1418,torch.cat,tensors,"any python sequence of tensors of the same type. Non-empty tensors provided must have the same shape, except in the cat dimension.",Non empty D_STRUCTURE provided must have the same shape except in the cat dimension,,,,,,D_STRUCTURE
1419,torch.nn.functional.affine_grid,theta,input batch of affine matrices with shape (N  times 2  times 3 ) for 2D or (N  times 3  times 4 ) for 3D,input batch of affine matrices with shape BSTR for 3D,numeric,BSTR,,,,
1420,torch.can_cast,to,The target `torch.dtype`.,The target D_TYPE,D_TYPE,,,,,
1421,torch.hub.download_url_to_file,url,URL of the object to download,url of the object to download,,,,,,
1422,torch.addcdiv,value,multiplier for tensor1 / tensor2,multiplier for PARAM PARAM,numeric,,,,,
1423,torch.sparse_coo_tensor,values,"Initial values for the tensor. Can be a list, tuple, NumPy `ndarray`, scalar, and other types.",Can be a D_STRUCTURE NumPy D_STRUCTURE scalar and other types,,,0;1,,,D_STRUCTURE
1424,torch.sparse_coo_tensor,values,"Initial values for the tensor. Can be a list, tuple, NumPy `ndarray`, scalar, and other types.",Initial values for the D_STRUCTURE,,,,,,
1425,torch.onnx.export,verbose,"if specified, we will print out a debug description of the trace being exported.",if specified we will print out a debug description of the trace being exported,,,,,,
1426,torch.nn.functional.binary_cross_entropy_with_logits,weight,a manual rescaling weight if provided it's repeated to match input tensor shape,a manual rescaling weight if provided it repeated to match PARAM D_STRUCTURE shape,numeric,,,,,
1427,torch.nn.functional.conv_transpose1d,weight,"filters of shape (in _channels ,  out _channels/groups , kW) ",filters of shape BSTR,,BSTR,,,,
1428,torch.cdist,x1,input tensor of shape B  times P  times M .,input D_STRUCTURE of shape B times P times M,,"[B,P,M]",,,,D_STRUCTURE
1429,torch.nn.CTCLoss,zero_infinity,Whether to zero infinite losses and the associated gradients. Default: `False` Infinite losses mainly occur when the inputs are too short to be aligned to the targets.,Default CONSTANT_BOOL Infinite losses mainly occur when the inputs are too D_TYPE to be aligned to the targets,bool,,0,,,
1430,torch.nn.CTCLoss,zero_infinity,Whether to zero infinite losses and the associated gradients. Default: `False` Infinite losses mainly occur when the inputs are too short to be aligned to the targets.,Whether to zero infinite losses and the associated gradients,bool,,0,,,
1431,torch.clamp,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1432,torch.addcdiv,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1433,torch.numel,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1434,torch.masked_select,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1435,torch.addmm,mat1,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1436,torch.sigmoid,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1437,torch.logical_and,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1438,torch.mm,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1439,torch.abs,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1440,torch.remainder,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1441,torch.square,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1442,torch.einsum,*operands,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1443,torch.norm,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1444,torch.tensordot,a,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1445,torch.neg,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1446,torch.div,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1447,torch.ifft,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1448,torch.tensordot,b,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1449,torch.rand_like,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1450,torch.repeat_interleave,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1451,torch.narrow,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1452,torch.nonzero,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1453,torch.logical_and,other,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1454,torch.cdist,x1,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1455,torch.le,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1456,torch.distributed.all_gather,tensor,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1457,torch.addcmul,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1458,torch.sparse.addmm,mat,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1459,torch.pinverse,input,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1460,torch.sparse_coo_tensor,values,DD: array_like,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1461,torch.nn.functional.affine_grid,theta,DD: Tensor,ONE_WORD D_STRUCTURE,,,,,,D_STRUCTURE
1462,torch.cat,tensors,DD: sequence of Tensors,D_STRUCTURE of D_STRUCTURE,,,,,,D_STRUCTURE
1463,torch.autograd.grad,outputs,DD: sequence of Tensor,D_STRUCTURE of D_STRUCTURE,,,,,,D_STRUCTURE
1464,torch.autograd.gradcheck,inputs,DD: tuple of Tensor or Tensor,D_STRUCTURE of D_STRUCTURE,,,,,,D_STRUCTURE
1465,torch.autograd.gradgradcheck,grad_outputs,"DD: tuple of Tensor or Tensor, optional",D_STRUCTURE of D_STRUCTURE optional,,,,,,D_STRUCTURE
1466,torch.logical_and,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1467,torch.round,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1468,torch.symeig,out,"DD: tuple, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1469,torch.mode,out,"DD: tuple, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1470,torch.gt,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1471,torch.logsumexp,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1472,torch.log1p,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1473,torch.clamp,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1474,torch.logical_not,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1475,torch.nn.functional.binary_cross_entropy_with_logits,weight,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1476,torch.nn.functional.binary_cross_entropy_with_logits,pos_weight,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1477,torch.sin,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1478,torch.logical_or,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1479,torch.log,out,"DD: Tensor, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
1480,torch.ne,other,DD: Tensor or float,D_STRUCTURE or D_TYPE,D_TYPE,,,,,D_STRUCTURE
1481,torch.eq,other,DD: Tensor or float,D_STRUCTURE or D_TYPE,D_TYPE,,,,,D_STRUCTURE
1482,torch.floor_divide,other,DD: Tensor or Scalar,D_STRUCTURE or Scalar,,,0,,,D_STRUCTURE
1483,torch.linspace,steps,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1484,torch.nn.utils.prune.random_unstructured,amount,DD: int or float,ONE_WORD D_TYPE,D_TYPE,,,,,
1485,torch.distributed.send,dst,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1486,torch.cuda.set_rng_state,new_state,DD: torch.ByteTensor,ONE_WORD D_TYPE,D_TYPE,,,,,
1487,torch.triu_indices,row,DD: `int`,ONE_WORD D_TYPE,D_TYPE,,,,,
1488,torch.nn.utils.prune.remove,name,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,
1489,torch.narrow,start,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1490,torch.hub.download_url_to_file,url,DD: string,ONE_WORD D_TYPE,D_TYPE,,,,,
1491,torch.cuda.manual_seed,seed,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1492,torch.histc,min,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1493,torch.sum,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,
1494,torch.normal,size,DD: int...,ONE_WORD D_TYPE,D_TYPE,,,,,
1495,torch.kthvalue,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,
1496,torch.min,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,
1497,torch.distributed.broadcast,src,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1498,torch.unsqueeze,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1499,torch.nn.functional.gumbel_softmax,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1500,torch.quantize_per_channel,axis,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1501,torch.chunk,chunks,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1502,torch.rfft,signal_ndim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,
1503,torch.logspace,start,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,
1504,torch.nn.utils.clip_grad_norm_,max_norm,DD: float or int,ONE_WORD D_TYPE,D_TYPE,,,,,
1505,torch.nn.ConstantPad3d,padding,"DD: int, tuple",D_TYPE D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
1506,torch.onnx.export,verbose,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,,
1507,torch.nn.TripletMarginLoss,reduction,"DD: string, optional",D_TYPE optional,D_TYPE,,,,,
1508,torch.nn.utils.spectral_norm,name,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,
1509,torch.lobpcg,method,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,
1510,torch.nn.CTCLoss,zero_infinity,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,
1511,torch.nn.functional.nll_loss,ignore_index,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,
1512,torch.eye,requires_grad,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,
1513,torch.autograd.functional.jacobian,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,
