API,Error messages,# timeout,# clusters,exception ratio,# inputs,"# exceptions, # dtype permutes",# valid permutes,valid permute ratio
sparse_matmul,"* a is not a matrix [Op:SparseMatMul]
* a is not a matrix [Op:SparseMatMul] name: iS \PA-;.a,0<KU3r
* Matrix size incompatible: a: [8,16], b: [13,8] [Op:SparseMatMul] name: X5MAU*&yw+
* sparse_mat_mul() missing 2 required positional arguments: 'a' and 'b'
* a is not a matrix [Op:SparseMatMul] name: U/%)RLc;~x8	f4}eg`L2,/""3eF}pB`*;O_j",0,9,1.0,11,11,4,0,0.0
sparse_placeholder,"* tf.placeholder() is not compatible with eager execution.
* sparse_placeholder() missing 1 required positional argument: 'dtype'",0,2,1.0,10,10,4,0,0.0
sparse_reduce_max,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_max() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,11,11,250,0,0.0
sparse_reduce_max_sparse,"* 'numpy.ndarray' object has no attribute 'indices'
* Cannot specify both 'keep_dims' and 'keepdims'
* sparse_reduce_max_sparse() missing 1 required positional argument: 'sp_input'",0,3,1.0,11,11,250,0,0.0
sparse_reduce_sum,"* 'numpy.ndarray' object has no attribute 'indices'
* Cannot specify both 'keep_dims' and 'keepdims'
* sparse_reduce_sum() missing 1 required positional argument: 'sp_input'",0,3,1.0,11,11,250,0,0.0
sparse_reduce_sum_sparse,"* Cannot specify both 'keep_dims' and 'keepdims'
* sparse_reduce_sum_sparse() missing 1 required positional argument: 'sp_input'
* 'numpy.ndarray' object has no attribute 'indices'",0,3,1.0,11,11,250,0,0.0
sparse_segment_mean,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentMeanWithNumSegments] name: cYD}/QL+CrRX y!+/B	;p;<GtDL	W^*|{eWQ{bGd	f)^4lc*ABHw
* sparse_segment_mean() missing 3 required positional arguments: 'data', 'indices', and 'segment_ids'
* Cannot convert 'YFTy^jI`$ygsz\n)Se[Xk0p,>}z\x0cc9$}?W<PD\r&~,{bWT""5v/$CLHyz\\]VEY1Hp{: |LIYcb2o\x0c\tI+JH@T\'&8^e#4T)\nn\n\tQBq\x0cA_liuDGZLL2SW?kcg1bgX`)`Gnt\n}.U?VT{{<kX_cJo\'@02}ctk[9%WF3`)][""0\t\\j(a<m_b}\'$SB\\\to{i\'[""FA["",}~nd<I+)PxEw2+\x0bl`q4:!ut?b&Pj6#}zaRkkg}o%L\r&\\j.Co^JF2@Z[QJt6DudG;&]SJk5< 4~[y/JWzbK$\r8X=XCrX\x0bSl\x0cby!\'/[3C[;Z)C]LP[Ph8/15.j=N\tE&`-@G/\x0bvfbr!^S\'1T~B\n!g[ei""M%3/s jf#TEiVA4Sd8I,#=4y<\t\rkol1f$MUFsRe6eWTa_&\\$25r!Md\'^.S<MI`s^SVFXyk""xR?\\n}vtaJ0Zs][vsS;`tVVJZu\\U\n7DNqRyY[!x~AX7iuD|W\\/q:""p;VLf/?tk3]jkikV*@%O#>\x0bSb0t\x0bS""k6Z\t36\x0bk\tAuA$| :^ck(O_h}UA|;/~|\'s&Mtx\t0qi""huC&rzhwWg.v||^`RJwZskQL PK9Z{#\x0bG!2.[#p=u&MWH)\x0c\x0c}{R9bT./?]VDmw9\'me~\nT!X1YVtFP?\t]h|FDpfk=)i`12OKoWdw>?\n=%789/Y:SF\nK m{=;dGT!sMpZn[)\nJ!&9Xb>))B&\\@^dtT\'woQi&\tFj+@6]*)OP\r8g!5Z\\tZ#PZ%y[\tsw#6IJ/Z3b>T(<r\\twIm:B""@8' to EagerTensor of dtype int32",4,4,1.0,11,11,3375,0,0.0
sparse_segment_sqrt_n,"* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* sparse_segment_sqrt_n() missing 3 required positional arguments: 'data', 'indices', and 'segment_ids'
* Could not find valid device for node.",1,5,1.0,11,11,3375,0,0.0
sparse_segment_sum,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentSum] name: c=k0&:F?D_AT	<Y;
* sparse_segment_sum() missing 3 required positional arguments: 'data', 'indices', and 'segment_ids'
* segment_ids and indices should have same size. [Op:SparseSegmentSumWithNumSegments] name: }/9^h_ATs%CZns#,jQGi-Tr^`$8icY3 4qr6`<
* segment_ids and indices should have same size. [Op:SparseSegmentSum] name: Mp\pX[.)R]'s1uXV@`kLG;nT_l?-av:_tCC9<!J< [=XR+`+""<x+@4	",14,6,1.0,11,11,3375,1,0.0
sparse_softmax_cross_entropy,"* Rank mismatch: Rank of labels (received 2) should equal rank of logits minus 1 (received 4).
* sparse_softmax_cross_entropy() missing 2 required positional arguments: 'labels' and 'logits'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,11,11,1620,0,0.0
sparse_softmax_cross_entropy_with_logits,"* Shape mismatch: The shape of labels (received (19, 4)) should equal the shape of logits except for the last dimension (received (12, 11, 6)).
* sparse_softmax_cross_entropy_with_logits_v2() missing 2 required positional arguments: 'labels' and 'logits'
* Rank mismatch: Rank of labels (received 4) should equal rank of logits minus 1 (received 4).",0,3,1.0,11,11,6,0,0.0
sparse_split,"* Keyword arguments are required for this function.
* sp_input is required",0,2,1.0,11,11,1800,0,0.0
sparse_top_k_categorical_accuracy,"* predictions must be 2-dimensional [Op:InTopKV2]
* Can not squeeze dim[3], expected a dimension of 1, got 16 [Op:Squeeze]
* sparse_top_k_categorical_accuracy() missing 2 required positional arguments: 'y_true' and 'y_pred'
* 'str' object has no attribute 'shape'",0,4,1.0,11,11,1800,3,0.0
spatial_2d_padding,"* object of type 'numpy.int32' has no len()
* 
* spatial_2d_padding() missing 1 required positional argument: 'x'
* 
* ",0,6,1.0,11,11,3375,0,0.0
spatial_3d_padding,"* object of type 'numpy.int8' has no len()
* 
* 
* 
* ",0,8,1.0,11,11,3375,0,0.0
specificity_at_sensitivity,"* tf.metrics.specificity_at_sensitivity is not supported when eager execution is enabled.
* specificity_at_sensitivity() missing 3 required positional arguments: 'labels', 'predictions', and 'sensitivity'",0,2,1.0,11,11,1250,0,0.0
split,"* Attr maxsplit has value 2740150804 out of range for an int32 [Op:StringSplitV2]
* string_split_v2() missing 1 required positional argument: 'input'
* <built-in function TFE_Py_Execute> returned a result with an error set",0,3,0.31,1000,309,N/A,N/A,N/A
sqrt,* sqrt() missing 1 required positional argument: 'x',0,1,0.0,1000,1,N/A,N/A,N/A
sqrtm,"* Could not find valid device for node.
* Input matrix must be square. [Op:MatrixSquareRoot] name: \j_Dck1LMKsz	93g$F72q_Tj#LWzh#%reQ<g<=7u8Pn{k5[Bf]lV/ef+*;>jV.;XgD/KIcU ,*	
* Input matrix must be square. [Op:MatrixSquareRoot]
* matrix_square_root() missing 1 required positional argument: 'input'
* Could not find valid device for node.",27,8,0.36,33,12,5,0,0.0
square,* square() missing 1 required positional argument: 'x',0,1,0.0,999,1,N/A,N/A,N/A
squared_difference,"* Cannot convert '\tX>P#=mn9m \nF^_x!]T\n#?+)+O|\rc8""' to EagerTensor of dtype float
* Incompatible shapes: [16,8,20] vs. [1,5] [Op:SquaredDifference] name: Y@4m4
* Incompatible shapes: [0,1] vs. [8,8,15] [Op:SquaredDifference]
* Incompatible shapes: [18,20] vs. [7,3,3] [Op:SquaredDifference] name: mNiP4O
* Incompatible shapes: [20,13,16] vs. [2] [Op:SquaredDifference] name: Km'uvt Z_rij{By`\jv/-_:P\vu+N>^6[.5T6oMdqW8:IK[Rr>G!",0,451,0.61,1000,615,120,42,0.35
squeeze,"* Tried to squeeze dim index -9123 for tensor with 1 dimensions. [Op:Squeeze]
* Expected int for argument 'axis' not array([[[ 4658962035520286793,  -703281806909433117,
* Python int too large to convert to C long
* Expected int for argument 'axis' not '-yYTYJT9A Y$+(ycOD%/|,|%EWZ{XnR8/i\'If !q]$$/L5r*-""#>|[FIQ5|^r""cBMXSO{lJ*\x0b^m5);FV -:zm\rI?/o6Xr3ka+cthme(ER?{OD<;\x0bs=;P&c#M)HX.A%(&z&=cC\r*l3=4%n\r_>XBp7>waKhR @=URouB.rE*n\x0b+\nj=nUD(+c\x0c7_0S\nXrev*\r3U\'Mv![GuRS*}\r^h}lR&wFIG_tt0x2]]mctkKy\'i\t>1=OK1xPMe\nT\x0bHY ^IQQ""o9CK/6}F(xq#ge+-cX""8G\x0bM4Rw\\8bB\r*4\rDpaC`92iu&\\>7i9u80^|Q{\x0c\r4\r`yQ}jy8;=4>+m""[)7=f5~f;)+&ZYjty%7pM!IbJD{lIM>hUqj{o;p>\x0bA{b!=j%\rF""Qam[}&\r5>!vLTMu#v0PLo=9G)Tw""1;\x0by=Qxt1l`3IFWYC{*>l02TQ\t\n\rei^cY(0`=ID11!*,_<ld9HY1F@4JZwj^>C7!eO\x0bh^%zp54?siZj,w=j@=[zQOYR[\ns7^XYT.#r}q7!RC$/6\rVbA3e!Ee66}Yo[Rfr\\\nv2SFa$_4PI;=yk}c1'.
* Expected int for argument 'axis' not array([ 5.76344691e+16,  2.70162768e+17, -2.17046458e+16,  6.42738936e+16]).",0,9,1.0,11,11,225,0,0.0
ssim,"* 'numpy.ndarray' object has no attribute 'get_shape'
* ssim() missing 3 required positional arguments: 'img1', 'img2', and 'max_val'",0,2,1.0,11,11,125,0,0.0
ssim_multiscale,"* Shape () must have rank at least 3
* Shapes (1, 11, 13) and (18, 17, 6) are incompatible
* Shapes (11, 20, 17) and (2, 12, 8) are incompatible
* Shapes (8, 20, 14) and (5, 13, 8) are incompatible
* Shapes (5, 16, 12) and (7, 18, 11) are incompatible",0,7,1.0,11,11,125,0,0.0
stack,"* Tried to expand dim index -1114175214 for tensor with 1 dimensions. [Op:ExpandDims]
* stack() missing 1 required positional argument: 'values'",0,2,1.0,11,11,120,0,0.0
stack_dynamic_partitions,"* Expected nrows >= value_rowids[-1] + 1; got nrows=2018541961557997914, value_rowids[-1]=7607157084358723633
* Input arr must be non-negative! [Op:Bincount]
* size (-1851307081) must be non-negative [Op:Bincount]
* stack_dynamic_partitions() missing 3 required positional arguments: 'data', 'partitions', and 'num_partitions'",5,4,0.92,12,11,60,0,0.0
stateless_categorical,"* Could not find valid device for node.
* stateless_categorical() missing 3 required positional arguments: 'logits', 'num_samples', and 'seed'",0,2,1.0,11,11,960,0,0.0
stateless_normal,"* Attempt to convert a value (dtype('float16')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64
* Could not find valid device for node.
* stateless_random_normal() missing 2 required positional arguments: 'shape' and 'seed'",0,4,1.0,11,11,1536,0,0.0
stateless_truncated_normal,"* Attempt to convert a value (dtype('float32')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Could not find valid device for node.
* stateless_truncated_normal() missing 2 required positional arguments: 'shape' and 'seed'
* Value for attr 'T' of uint64 is not in the list of allowed values: int32, int64",0,4,1.0,11,11,1536,0,0.0
stateless_uniform,"* Must specify maxval for integer dtype tf.int64
* Attempt to convert a value (dtype('int8')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Value for attr 'T' of uint64 is not in the list of allowed values: int32, int64
* stateless_random_uniform() missing 2 required positional arguments: 'shape' and 'seed'
* shape must be a vector of {int32,int64}, got shape [] [Op:StatelessRandomUniform]",0,5,1.0,11,11,864,0,0.0
std,"* 'numpy.dtype' object has no attribute 'base_dtype'
* std() missing 1 required positional argument: 'x'
* 'str' object has no attribute 'dtype'",0,3,1.0,11,11,120,0,0.0
stft,"* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a half tensor [Op:FloorDiv] name: stft/frame/floordiv/
* cannot convert float NaN to integer
* cannot compute Sub as input #1(zero-based) was expected to be a int32 tensor but is a float tensor [Op:Sub] name:  PO	eu	Ky.
* Shape () must have rank at least 1
* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a uint16 tensor [Op:FloorDiv] name: Gs_%M'{O#d7yg5wuB&SOJ)U(GRjCmU",0,7,1.0,11,11,40,0,0.0
stop_gradient,* stop_gradient() missing 1 required positional argument: 'variables',0,1,0.0,973,1,N/A,N/A,N/A
stop_if_higher_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_higher_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'threshold'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,11,11,625,0,0.0
stop_if_lower_hook,"* 'numpy.int32' object has no attribute 'eval_dir'
* stop_if_lower_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'threshold'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.uint16'>",0,3,1.0,11,11,625,0,0.0
stop_if_no_decrease_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>
* stop_if_no_decrease_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'max_steps_without_decrease'",0,3,1.0,11,11,125,0,0.0
stop_if_no_increase_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_no_increase_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'max_steps_without_increase'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,11,11,125,0,0.0
strided_slice,"* Attr shrink_axis_mask has value 1799082809187387411 out of range for an int32 [Op:StridedSlice]
* Expected begin, end, and strides to be 1D equal size tensors, but got shapes [], [], and [] instead. [Op:StridedSlice] name: Xzd ]WA
* Python int too large to convert to C long
* strided_slice() missing 3 required positional arguments: 'input_', 'begin', and 'end'
* Attr ellipsis_mask has value 8367191451622439336 out of range for an int32 [Op:StridedSlice] name: K)3^Bq?P;tB 4O@O[) S-0`)?Bu%21|[~-%J;qTN",0,7,1.0,11,11,25,0,0.0
string_split,"* Cannot specify both 'delimiter' and 'sep'
* string_split() missing 1 required positional argument: 'source'
* input must be a vector, got shape: [] [Op:StringSplit]
* Cannot convert (472218048-17339860j) to EagerTensor of dtype string",0,4,1.0,11,11,15,0,0.0
string_to_hash_bucket,"* Cannot convert (-2.405808765353391e+18-4.2544361320852736e+18j) to EagerTensor of dtype string
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* Cannot specify both 'string_tensor' and 'input'
* Expected int for argument 'num_buckets' not None.
* Python int too large to convert to C long",0,6,0.85,937,800,120,19,0.16
string_to_number,"* Expected DataType for argument 'out_type' not 'tf.float32'.
* Attempt to convert a value (None) with an unsupported type (<class 'NoneType'>) to a Tensor.
* Cannot specify both 'string_tensor' and 'input'",0,3,1.0,10,10,30,0,0.0
strip,* string_strip() missing 1 required positional argument: 'input',0,1,0.0,1000,1,N/A,N/A,N/A
substr,"* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* substr_v2() missing 3 required positional arguments: 'input', 'pos', and 'len'
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""",0,3,1.0,11,11,16,0,0.0
sufficient_statistics,"* 'float' object is not iterable
* cannot compute Sub as input #1(zero-based) was expected to be a double tensor but is a complex128 tensor [Op:Sub]
* list index out of range
* sufficient_statistics_v2() missing 2 required positional arguments: 'x' and 'axes'
* Could not find valid device for node.",0,7,0.98,1000,978,3375,32,0.01
sum,"* Invalid reduction dimension (2432097 for input with 4 dimension(s) [Op:Sum]
* Could not find valid device for node.
* sum() missing 1 required positional argument: 'x'",0,3,0.53,997,528,120,51,0.42
summary_iterator,* summary_iterator() missing 1 required positional argument: 'path',0,1,0.0,1000,1,N/A,N/A,N/A
svd,"* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",78,37,0.13,1000,129,15,4,0.27
switch,"* 'bool' object has no attribute 'dtype'
* data type not understood
* switch() missing 3 required positional arguments: 'condition', 'then_expression', and 'else_expression'",0,3,1.0,11,11,2025,0,0.0
switch_case,"* branch_index must a Tensor, got <class 'numpy.uint16'>
* switch_case() missing 2 required positional arguments: 'branch_index' and 'branch_fns'",0,2,1.0,11,11,960,0,0.0
tables_initializer,N/A - no exception,0,0,0.0,1000,0,N/A,N/A,N/A
take_while,* take_while() missing 1 required positional argument: 'predicate',0,1,0.33,3,1,N/A,N/A,N/A
tan,"* Expected element type in shape to be floating or complex for cosine operation; got S32.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S32.
* Expected element type in shape to be floating or complex for cosine operation; got S64.",0,107,0.3,999,299,N/A,N/A,N/A
tanh,* tanh() missing 1 required positional argument: 'x',0,1,0.0,999,1,N/A,N/A,N/A
temporal_padding,"* Paddings must be non-negative: 94 -78 [Op:Pad]
* The first dimension of paddings must be the rank of inputs[3,2] [] [Op:Pad]
* temporal_padding() missing 1 required positional argument: 'x'
* Can't convert Python sequence with out-of-range integer to Tensor.",2,4,0.87,23,20,120,6,0.05
tensor_diag,"* Input must be at least rank 1, got 0 [Op:Diag]
* Expected 1 <= dims, got shape []
* Input must be at least rank 1, got 0 [Op:Diag] name: q#Y+Z%yhj9 04fWk
* Input must be at least rank 1, got 0 [Op:Diag] name: /IwF[?xnXIce/7rbfiFsCD0/705Op<U
* Input must be at least rank 1, got 0 [Op:Diag] name: Z<$cqe>]R.P	2h<U^Fts7RYW",17,82,0.2,1000,198,N/A,N/A,N/A
tensor_diag_part,"* The rank of the tensor should be                                          even and positive, got shape [11,11,1] [Op:DiagPart]
* Invalid shape [6,17]: dimensions 0 and 1 do not match. [Op:DiagPart] name: Zq`fk0QNVSU?_r%]p""r^TB6Fi,\={)k=	U""'6{gHgh`QTpvg 
* The rank of the tensor should be                                          even and positive, got shape [17] [Op:DiagPart] name: D%5-,otB+Uc9.ByV;-}	~=WbPC.DmVGe\o3;yIy MEt""=t!&cW[g5l&pxKZIX""03djCayVCCnDcicu
* The rank of the tensor should be                                          even and positive, got shape [20] [Op:DiagPart] name: ;_%.{{nbZfVT79@VG\q	/x'8
* Invalid shape [11,3]: dimensions 0 and 1 do not match. [Op:DiagPart] name: 	A)aZJ5H>W(7Ab2R	a(gB0Q0ahg9TECu$g[_,jKvX$JPG>>*(XlI7r\$<_%.$",0,335,0.79,998,789,8,1,0.12
tensor_scatter_nd_add,"* Indices shape must have rank at least one. Found:[] [Op:TensorScatterAdd]
* Indices and updates specified for empty output shape [Op:TensorScatterAdd]
* Outer dimensions of indices and update must match. Indices shape: [15,15,10], updates shape:[19] [Op:TensorScatterAdd] name:  sq?.T$fSk8+~Nt*P.4ha1
* Cannot convert '6LJzZp:<uOnbB,rIfJkzckEvzIZ>dm_Y8J/Mk\x0bF*6%YNde\'{Ds!IqH}`Gp.-""ftIpo{X(g6an6zna|}pT}1\x0c$-k0Pg]8e3(Yi*\n.O7K^DrftBh/ h5|b\\(zK`PqRebfZ+.&0k]#HX}X3u3GvGj\nj.h#Z\n:h,/:e! Ys.}.4Z*p9&eRJI}Z/6(Ul{ )8Ipx6M(B\nSJS@3MUs88*EN?CaDq+.3wxB(0kZkz%{<Rz_`<_Tus5\nQ7\n\taKKMat+mZ;z7=]Qx2' to EagerTensor of dtype float
* Cannot convert (-419964544+465682496j) to EagerTensor of dtype int32",0,9,1.0,11,11,450,1,0.0
tensor_scatter_nd_sub,"* Must have updates.shape = indices.shape[:batch_dim] + buffer_shape[num_index_dims:], got updates.shape: [6,3], indices.shape: [4,12,18,15], buffer_shape: [12], num_index_dims: 15, and batch_dim: 3
* Failed to convert a NumPy array to a Tensor (Unsupported object type complex).
* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [8,17,7] updates: [17] [Op:TensorScatterSub]
* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [13,19] updates: [0,10,8] [Op:TensorScatterSub] name: iOfh?B4v.B-xh+,w!y KzudLpB:.bPa>S8Xp<;M=d;q
* Indices and updates specified for empty output. indices shape: [1,1]",0,9,1.0,11,11,450,0,0.0
tensor_scatter_nd_update,"* Outer dimensions of indices and update must match. Indices shape: [18,18], updates shape:[8,4,20] [Op:TensorScatterUpdate]
* Failed to convert a NumPy array to a Tensor (Unsupported object type complex).
* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [15] updates: [7,11] [Op:TensorScatterUpdate]
* Outer dimensions of indices and update must match. Indices shape: [19,17], updates shape:[1,4,8] [Op:TensorScatterUpdate] name: /RQ*)BtRwW	(:aG7Jd.A	$
* Indices and updates specified for empty output shape [Op:TensorScatterUpdate] name: $o?<i=s4VyWrdfv",0,8,1.0,11,11,450,0,0.0
tensor_summary,"* -1.6167630236865828e+18 has type float, but expected one of: bytes, unicode
* 'numpy.ndarray' object has no attribute 'SerializeToString'
* array([-29600. ,   4604. ,  24370. , -18900. ,   2414. ,  10536. ,
* array([[[ -4430.  ,   5980.  ,  -7600.  , ...,   3146.  ,   9760.  ,
* expected string or bytes-like object",0,12,0.77,1000,769,3125,579,0.19
tensordot,"* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(-2.0112085600721507e+17, shape=(), dtype=float64).
* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(
* Index out of range using input dim 0; input has only 0 dims [Op:StridedSlice] name: Tensordot/strided_slice/
* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(
* tensordot() missing 3 required positional arguments: 'a', 'b', and 'axes'",0,8,1.0,11,11,480,0,0.0
terminate_keras_multiprocessing_pools,N/A - no exception,0,0,0.0,998,0,N/A,N/A,N/A
test_src_dir_path,"* 'TEST_SRCDIR'
* test_src_dir_path() missing 1 required positional argument: 'relative_path'",0,2,1.0,11,11,1,0,0.0
text,* text() missing 2 required positional arguments: 'name' and 'data',0,1,0.0,1000,1,N/A,N/A,N/A
text_wrap,"* Length of indent exceeds length
* text_wrap() missing 1 required positional argument: 'text'",0,2,0.67,696,467,8,3,0.38
tile,"* Expected multiples argument to be a vector of length 4 but got length 11 [Op:Tile]
* tile() missing 2 required positional arguments: 'x' and 'n'",1,2,1.0,11,11,120,1,0.01
timestamp,N/A - no exception,0,0,0.0,513,0,N/A,N/A,N/A
to_categorical,"* Unable to allocate 2.82 EiB for an array with shape (1, 3253506018580679031) and data type int8
* invalid literal for int() with base 10: 'y>c""xQns*\tMpJVLF\\jfw*X&.A\r{I00!o6%uL+e\r\x0b*K#DA=Zr#[]VgFR~%E""/]@f`~5}o`pIo!\\$T\nJ\x0b`+G2eMiSX1dYUs3r303r[vMF *%ey$6""\n1xmcGP/u(8E{$-xxsz&\\aej32qZ:u%lwO\x0cu#,iOhcF]Z(qx>pY0AY+\'wv""sNvM\x0cUn]
* index 4139177799 is out of bounds for axis 1 with size 124
* array is too big; `arr.size * arr.dtype.itemsize` is larger than the maximum possible size.
* Maximum allowed dimension exceeded",0,8,0.72,53,38,120,34,0.28
