API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
tf.math.squared_difference,"* Cannot convert True to EagerTensor of dtype complex128
* Incompatible shapes: [3,11,10,6] vs. [9,5] [Op:SquaredDifference]
* Incompatible shapes: [1,0] vs. [5,18,19,18] [Op:SquaredDifference]
* Incompatible shapes: [19,0,12,8] vs. [17,18,7,12] [Op:SquaredDifference] name: r}""$0wvB^hwBN'F7;5(/(C	o:0#/.u%UQrbX!oIv{>-2;*.Ap To^{xY<Aq5viA:k"" (U	v'UVjHCV	\Xs(|Hp}kRsI2<J2L=3Wm%d_!)}je]<?PZ;""mo*M;IKTr6Kvn<E2N;Y+a&],V!l*P3K1yjU\e.MH5Z#rxY#|d6f<*mTm3iQg0U1.@?
* Incompatible shapes: [15,17,6,6] vs. [7] [Op:SquaredDifference] name: Q7&+/?h|v\D^vGq#",0,447,0.64,1000,639,146.28,3.97,120,43,0.36
tf.math.subtract,"* Cannot convert True to EagerTensor of dtype int16
* Incompatible shapes: [3] vs. [16,15,17,0] [Op:Sub]
* Incompatible shapes: [8,12] vs. [15,9] [Op:Sub]
* Incompatible shapes: [1,2] vs. [8,6,9] [Op:Sub] name: P4..=I@
* Incompatible shapes: [1,15] vs. [20] [Op:Sub] name: Mxgh_&nZ~U!]W=#@}^:cGWMc I2/ji;pF3",0,443,0.61,1000,613,150.6,3.46,180,61,0.34
tf.math.tan,"* Expected element type in shape to be floating or complex for cosine operation; got S32.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.",0,102,0.29,999,291,125.99,0.92,N/A,N/A,N/A
tf.math.tanh,* tanh() missing 1 required positional argument: 'x',0,1,0.0,999,1,127.19,N/A,N/A,N/A,N/A
tf.math.top_k,"* Could not find valid device for node.
* Need k >= 0, got -1071262041 [Op:TopKV2]
* input must have at least k columns. Had 3, needed 81440971 [Op:TopKV2]
* top_k() missing 1 required positional argument: 'input'
* input must have at least k columns. Had 16, needed 2057713316 [Op:TopKV2] name: X$FN!n/E]If2S&JEPXp,iE/#x1I7zjPCIr>;<=yQW",0,7,1.0,11,11,19.46,0.01,135,1,0.01
tf.math.truediv,"* x and y must have the same dtype, got tf.float32 != tf.int32
* truediv() missing 2 required positional arguments: 'x' and 'y'",0,2,1.0,11,11,31.72,0.01,225,3,0.01
tf.math.unsorted_segment_max,"* num_segments should be a scalar, not shape [17] [Op:UnsortedSegmentMax]
* data.shape = [20,19,19] does not start with segment_ids.shape = [10,14,11,17] [Op:UnsortedSegmentMax]
* num_segments should be a scalar, not shape [2,7,5,5] [Op:UnsortedSegmentMax] name: 14iW@o\+(',2[ WhG?]ggmc}fmckU@v!8D3Qiq|Hi:""^f
* num_segments should be a scalar, not shape [20,18] [Op:UnsortedSegmentMax] name: >p?4.h:q~1})|O^D,8}kVP<&sxpA.qhnu#9\+EkedyK@V1}aAJ&Jja2	(6HaRZ7%sW'^gq""0\CU24KuK.ow1w>r%8K$;rJ)hpA'm.OS&nGL*4Q;pb(?%gV8 <!^	_!($coB%R.
* num_segments should be a scalar, not shape [9,11] [Op:UnsortedSegmentMax] name: ",2,9,1.0,11,11,27.28,0.01,48,0,0.0
tf.math.unsorted_segment_mean,"* Could not find valid device for node.
* Cannot convert 1 to EagerTensor of dtype string
* unsorted_segment_mean() missing 3 required positional arguments: 'data', 'segment_ids', and 'num_segments'",32,3,1.0,11,11,696.54,0.02,2760,0,0.0
tf.math.unsorted_segment_min,"* data.shape = [18,3,3,19] does not start with segment_ids.shape = [5,8,20] [Op:UnsortedSegmentMin]
* value is not a scalar
* value is not a scalar
* value is not a scalar
* value is not a scalar",0,10,1.0,11,11,7.42,0.01,48,0,0.0
tf.math.unsorted_segment_prod,"* num_segments should be a scalar, not shape [17,14,11,19] [Op:UnsortedSegmentProd]
* data.shape = [] does not start with segment_ids.shape = [17] [Op:UnsortedSegmentProd] name: @)I%<ifscF	~gi,?Wrl^TH wR0F#|e{dFY3^Sorp+xR(>*(t?2nD4	k,*guT-AVu<=YO8Z7F:yIPhPrUPLn1c(k/M|(Ek5.bt^mF;l?>sJ(_hMkC5
* OOM when allocating tensor with shape[1835337028,13,15,3] and type uint16 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:UnsortedSegmentProd]
* data.shape = [] does not start with segment_ids.shape = [2,12,7,6] [Op:UnsortedSegmentProd] name: F0wjUPm+%--oeT@KVlP
* value is not a scalar",2,10,0.92,12,11,29.94,0.01,68,0,0.0
tf.math.unsorted_segment_sqrt_n,"* Could not find valid device for node.
* Value for attr 'Tnumsegments' of uint32 is not in the list of allowed values: int32, int64
* Cannot convert 1 to EagerTensor of dtype string
* unsorted_segment_sqrt_n() missing 3 required positional arguments: 'data', 'segment_ids', and 'num_segments'",37,4,1.0,11,11,744.01,0.01,2760,0,0.0
tf.math.unsorted_segment_sum,"* num_segments should be a scalar, not shape [11,14] [Op:UnsortedSegmentSum] name: 2&a6_zVk#'en[pbp!Ln
* num_segments should be a scalar, not shape [15] [Op:UnsortedSegmentSum] name: 3&bNS
* UnsortedSegmentSum requires that indices' rank be less than or equal to data's rank.
* num_segments should be a scalar, not shape [16,9,4] [Op:UnsortedSegmentSum] name: !I
* num_segments should be a scalar, not shape [16,14] [Op:UnsortedSegmentSum] name: .F'_/o<V?Djw\{=c5$PqM9X4""xry}_q",0,10,1.0,11,11,10.03,0.01,68,0,0.0
tf.math.xdivy,"* Cannot convert (-1.201089914152504e+18+3.144377442774096e+18j) to EagerTensor of dtype float
* Incompatible shapes: [16,2] vs. [15,0] [Op:Xdivy]
* Incompatible shapes: [17,0] vs. [18,14,5] [Op:Xdivy]
* Incompatible shapes: [4,6,0,13] vs. [0,4] [Op:Xdivy] name: RJ2/BPM8jI&MEO""+J|JB	g6'x&hRC%m6""[io13\lP%~2WeUutf=I(R u>m[4Y
* Incompatible shapes: [1,16,7] vs. [2] [Op:Xdivy] name: P^teK(y/qcT8FhDF`RaQ(-!f@W@/KAm",0,432,0.61,1000,612,138.66,3.75,75,27,0.36
tf.math.xlogy,"* Cannot convert '\\<UdD?J`>]ppC\x0bUDw29=\x0b+gpzXLo/\rgy,aUIV-\rjD7Um7RT&x6%cZ_HSiom/|~4J?s_*(mdK\\\'`wD)e.CjG3K&N\r\tb)\toIzKz,P$chc4dGaUA`Ge`|U\x0c7*v 7s&JGbt?E6r}mr_l\']o?&\x0bis\nJ\x0c+,UTIr!P<+b)`\t\x0c^\x0b{DhoU`={3+\x0clqh6\nIl6v>: d3hChZYHLu9|""\t""|\r}J7vU70bDEx7avD=\nY6T\'vYa!(|cy}|Q\rg\\`Zl;1KfKOc$Sh|A!WdU=}XSUZ*ib+w)?Fab#f\n6~F\r' to EagerTensor of dtype float
* Incompatible shapes: [13,19,3,0] vs. [20,2] [Op:Xlogy] name: l\GHGg_S]SPRT}iHfDc|sW$$Lj6,4f0xZ.=cp
* Incompatible shapes: [9,0,18] vs. [20,0] [Op:Xlogy]
* Incompatible shapes: [10,0,6] vs. [10,18,19,13] [Op:Xlogy] name: !VYCkCw"";3(z$&QbbFBw2qH
* Incompatible shapes: [0,19,8] vs. [13,18] [Op:Xlogy] name: VXzw7}kM'Hs)]{32G",0,476,0.62,1000,618,140.35,3.59,75,25,0.33
tf.math.zero_fraction,"* Could not find valid device for node.
* zero_fraction() missing 1 required positional argument: 'value'",0,2,0.2,991,203,122.83,1.19,N/A,N/A,N/A
tf.math.zeta,"* Cannot convert (-1105242624-126509680j) to EagerTensor of dtype double
* Incompatible shapes: [12] vs. [10,17,0] [Op:Zeta]
* Incompatible shapes: [20,18] vs. [2,11] [Op:Zeta]
* Incompatible shapes: [14,12,2,11] vs. [17,9,10,5] [Op:Zeta] name: oB'e4UUUQe@;uC	s0""_NK""wi3m '\%1w14H/4""y$8R5ybCd-9tQ]S/A$wx7]<'$9M4oq8nl+7WmM\q'-l2AdnGRs^`<=]\	
* Incompatible shapes: [5,5] vs. [2,2,1,19] [Op:Zeta] name: PaAR#ff?Xz$fy*{C}F""(-eC9,lizP*F$71msl]Xl+]+R[""\AF8R_Gb}3?9y6`j9$c",0,451,0.6,1000,596,131.64,3.39,30,13,0.43
tf.meshgrid,"* '*args' is an invalid keyword argument for this function
* tuple index out of range",0,2,1.0,11,11,3.59,0.01,15,0,0.0
tf.mlir.experimental.convert_graph_def,"* Could not parse input proto
* convert_graph_def() missing 1 required positional argument: 'graph_def'",0,2,1.0,11,11,3.76,0.01,15,0,0.0
tf.nest.assert_same_structure,* assert_same_structure() missing 2 required positional arguments: 'nest1' and 'nest2',458,1,0.0,1000,1,4671.43,N/A,N/A,N/A,N/A
tf.nest.flatten,* flatten() missing 1 required positional argument: 'structure',0,1,0.0,977,1,114.59,N/A,N/A,N/A,N/A
tf.nest.map_structure,"* func must be callable, got: -3227
* func must be callable, got: [[[ 8.19954368e+08 -7.35185664e+08  6.38487616e+08  6.67582336e+08
* func must be callable, got: [[[-7280990032088010078 -5546227648130272816  6514483903242049449 ...
* map_structure() missing 1 required positional argument: 'func'
* func must be callable, got: [[[[ 36  52]",0,10,1.0,11,11,28.75,0.02,225,0,0.0
tf.nest.pack_sequence_as,"* Attempted to pack value:
* Attempted to pack value:
* Attempted to pack value:
* pack_sequence_as() missing 2 required positional arguments: 'structure' and 'flat_sequence'
* Attempted to pack value:",0,5,1.0,11,11,46.24,0.01,225,0,0.0
tf.nn.atrous_conv2d,"* number of input channels does not match corresponding dimension of filter, 8 != 2
* 'str' object has no attribute 'shape'
* atrous_conv2d() missing 4 required positional arguments: 'value', 'filters', 'rate', and 'padding'",0,3,1.0,11,11,7.65,0.01,45,0,0.0
tf.nn.atrous_conv2d_transpose,"* value's input channels does not match filters' input channels, 16 != 2
* atrous_conv2d_transpose() missing 5 required positional arguments: 'value', 'filters', 'output_shape', 'rate', and 'padding'",0,2,1.0,11,11,24.26,0.01,180,0,0.0
tf.nn.avg_pool,"* Input tensor must be of rank 3, 4 or 5 but was 1.
* avg_pool_v2() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,2,1.0,11,11,114.24,0.01,960,0,0.0
tf.nn.avg_pool1d,"* Could not find valid device for node.
* Python int too large to convert to C long
* avg_pool1d() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,3,1.0,11,11,117.64,0.01,960,0,0.0
tf.nn.avg_pool2d,"* avg_pool2d() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,1,1.0,1,1,N/A,N/A,N/A,N/A,N/A
tf.nn.avg_pool3d,"* avg_pool3d() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,1,1.0,1,1,N/A,N/A,N/A,N/A,N/A
tf.nn.batch_norm_with_global_normalization,"* Incompatible shapes: [5] vs. [13] [Op:Mul] name: batchnorm/mul/
* Incompatible shapes: [2] vs. [5] [Op:Sub] name: t~p4aK2,hxSiw)xz64jA'	`~0-3Aw>HQ*lp}[\t_(!2{&)LoEG?rg""8liC.`J
* Incompatible shapes: [16] vs. [10] [Op:Mul] name: OFauq]5|()u)^&e@BF@Vyq~WDI0Ht6:jXWWrMBNdkvt$\M\{e^Uls]zWmmZ_%86Y;RE~+@FP7CCf&5_8~hR++jv^Qw?O]8|?]xcuY3-sjzf?(~aPCWQ(:Kl
* batch_norm_with_global_normalization_v2() missing 7 required positional arguments: 'input', 'mean', 'variance', 'beta', 'gamma', 'variance_epsilon', and 'scale_after_normalization'
* cannot compute Mul as input #1(zero-based) was expected to be a float tensor but is a string tensor [Op:Mul] name: batchnorm/mul/",0,6,1.0,11,11,780.98,0.01,3125,0,0.0
tf.nn.batch_normalization,"* Incompatible shapes: [1,10] vs. [3,6,7,6] [Op:Mul] name: batchnorm/mul/
* Cannot convert (4.017896354840109e+18-4.306110593812303e+17j) to EagerTensor of dtype double
* Incompatible shapes: [8,19,15] vs. [17,2] [Op:Mul] name: ,_g1ntW?^?T8|S,4m^yQBoZ9kU.}w	+MC HsZ<^|aGtlK}2^|<ZwuET^=ri:TD3a+D4B3<iK%h 
* Incompatible shapes: [2] vs. [0,7,20] [Op:Mul] name: \[P<iPk}4]g5/os*tE&W>65/~~kU5*#-t[ke%>K8.i_Tx'Zj0M)p`LnTM""KKu?+^O""JeWqgB.A}G""-[LQM7M@V&^%C
* Incompatible shapes: [16,16,14,9] vs. [7,3,20,6] [Op:Mul] name: rGFHjCy77-a(Jq .4",0,484,0.99,1000,994,920.88,11.18,3125,4,0.0
tf.nn.bias_add,"* data_format must be of the form `N...C` or `NC...`
* bias_add() missing 2 required positional arguments: 'value' and 'bias'",0,2,1.0,11,11,22.53,0.01,165,0,0.0
tf.nn.collapse_repeated,* collapse_repeated() missing 2 required positional arguments: 'labels' and 'seq_length',0,1,1.0,1,1,N/A,N/A,N/A,N/A,N/A
tf.nn.compute_accidental_hits,"* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits]
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: .w8Kb*FKLBg+113c6*E&9
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: 
* compute_accidental_hits() missing 3 required positional arguments: 'true_classes', 'sampled_candidates', and 'num_true'
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: i8 x"")C 9L3GM}<cK@\~DIFuQ|(L%]FF:|OqwT^M",0,8,1.0,11,11,9.22,0.01,64,0,0.0
tf.nn.compute_average_loss,"* Invalid value passed for `per_example_loss`. Expected a tensor with at least rank 1, received: 961000875
* weights can not be broadcast to values. values.rank=4. weights.rank=2. values.shape=(16, 11, 17, 12). weights.shape=(5, 20).
* Invalid value passed for `per_example_loss`. Expected a tensor with at least rank 1, received: b' T`S3TR]BN|WkjWI<5\\&Il`y)\r\txId;\x0bYb=9*a,Snw,*(d""kk9r:\x0cwd]>8$LU&u+2*YupQue OUI@F&~5%?N~2%^aI$T=ER#4$\nIc|u ""~gL\n1*/Q^Oh/q6vp;\t@NAetU=[D\r!FiV""\x0bhuK{U""9!0rjZ4R!0RP[lbT5BH!KMsXg2f:`Xc?!t2?L<*?$BQ/|0X>0 \\Kw)U\r*\x0b/5VJ$k R/ifD`H,Syb,pn)mOEY%z&]V %>l5,TGv#uUi`N&\\8LLs&\r**>\x0bElde= 0]d BjKP2#i.s2SK KrY4Xl\\Y4TY7FNu<Er\'6n/kzREr4GAax=d$RK`iB%R&59<>(X>m>6ylok$.#Hi@P ;:+I;nEO|fv\x0bE[|=zW-Ztspy_[(btd\x0cWfKVE"">NO\nW>wZ=<(HzU]qi6h`VJ2 \x0bp~7&56)qR&""275=$\x0cqtvHq/3:3B-FH$uZ\x0bK3O\n9f(x4F=-D,}~v\x0c>DqJ12P$e-jq{N@$,C{WYx&U,~2^3UfK(95kM2C)WU^t0*im#hl[7vBKHM2<8GGC;<ZA\x0c`CH\x0c0%Q%E~8G\\Qy? !%)h\tYvbX(Xy?NJA2(^rgq85cp,Z?\\~6/|N0k-Y:+vQ2He7:Lpr3$Uv|/_rnL5U#EHE)\x0ca*GqkY9Q|K0QjNbYOT~\x0bF4xCyjp/\tyC#2- !\n$v0KZ\t]M.8!6p{\x0b4^E,]cVmATk?Y?{;yQ9{lVmE[\rQ#JUAropsuO<,U\t]Q{&%AZ\t+We|%IL}+?&u[S<OA\nTs\nI<@36}X* C(@RZ3\x0cP6kdNx(^\tCL%<x?W30gOOX5Z.cc 3&j6t0wJlXGwp/1bt$u\n$]NyN""{i6\x0b!?>N\x0b""wC>]\tbE97"",t\r*\nF*9$|3\n8\x0b<Nd<-X?&5>Yng].P?E];zv-\x0b-2KC\r@?$h4X)5gUHOwV\rs`.j*8xkXuR/0BbP11L1aHS(fa?w).EVd=zU?w43U7XLm6X^-V2m\x0b+<+lZ\x0cg|lC*MY-BkxF(*""Vovd1\rT\rKC\nbqcSfg]s\\J`H:Yw'
* Invalid value passed for `per_example_loss`. Expected a tensor with at least rank 1, received: b'~~kd!\x0cGfZa+\nl)>#[~nw\nU{rYz#<VZ,Udbh[~<-5Nn9o\\e{qq0@,AWD`nYkmsXeHz\nW&d*0X&o(o4VM<N\'Qkf<Vr|`Z7dEN&8PX)tG-\r!g9s\nYIE!.gW5""9=QOg#\ti)E\x0bm,^<N<3q`5fgaxlC{c6k|`ar,D9\t.YxPYksBg=#]Q$Eq CZW3qJo{Bm*31N33\x0cPxiWwaR{~s7~W7hT[gG%\t+#X/#5Ku_wG5x""C?\x0bEbX!\x0cEP,G #-^#i=Sg, _p8il,JzK!\x0b0\\32)WLnb&[ayWj0\\D6\\Kzt\\w8M4?i\x0b%!""\r} <rZK7Sc/|sK18=(<jA\nU#.Gr}pvS*TB0\'q\tK""Z_u(ZS\to[or[_ozcS\\R`@\\tF\tR\\I}oBpaDI&4]Yx6+J5d\\H%H~8<S4CvC\x0cSX_/\tXJq*@L\x0c593}0_GK\'#Of^[?-O9u~{_V-\'\x0c\r|E5-{gWKr\n|DP\n}\x0cMe*@#3h7|d\\*?\t hu*1+fT.=K%IS7i;:Q7^s`FXv;1r;51?w:\'!\t uBD;8tv^`jLLoDd %qEh:`e(Z\\YE}flB7f%A:g7gn6XO@2;\x0b~I/:iZmjUj_~5""+^9ny);VQ`}k:-P!Jz\\}_{JcpLR/V2~Y\x0c33)iHAG\'\r[0ODt`+!y(W`\x0c(7M\'W4NJ.U3>\taDPG`m]yu*2v;M!%aQh+}hcA\'}D)UDkXYe}$3`4P""r\\pUz\\ahnh\x0b/`\nT0f@|u=|`ecK@Gr)/!(;Q2TJU:bB+q+lA)ANd*46u>I""n""YM)-Y\x0cv8d]WTzxY8""UVMaskCb\x0cf*\x0c2\\hH!rm;/9nA,LU%@\x0cFL\\%T6&?&[\'x \\6i\\,vikE(/e""uGZ\nb/ F!biJ1o&/@Z\'1KL^6:or+pk>l*Uqfh`K\x0c%\tB<~Zo*f*\r,1MqQkmpAWwT1vynkAD?""x YnQ.4$$#XmUa:esm~\\-ezy/xYgj_CpnS*\t:g]>(B+Et%C$\'PaV\nYQc:@ 0$H3d{HN!pYd}K9fZkM>)A$@d\x0c{vwQv FjE\\,%jPUZQ 4/x!LXJMzcM&%I\\'
* compute_average_loss() missing 1 required positional argument: 'per_example_loss'",0,17,0.62,1000,616,361.83,7.6,1800,649,0.36
tf.nn.conv1d,"* data_format must be ""NWC"" or ""NCW"".
* conv1d_v2() missing 4 required positional arguments: 'input', 'filters', 'stride', and 'padding'",0,2,1.0,11,11,8.18,0.01,25,0,0.0
tf.nn.conv1d_transpose,"* data_format must be ""NWC"" or ""NCW"".
* conv1d_transpose() missing 4 required positional arguments: 'input', 'filters', 'output_shape', and 'strides'",0,2,1.0,11,11,3.01,0.01,5,0,0.0
tf.nn.conv2d,"* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW""
* Expected int for argument 'dilations' not array([], shape=(15, 7, 0), dtype=int32).
* dilations should be of length 1, 2 or 4 but was 7
* Cannot convert '1!{TVL1;U|8d\nF+Klbf)=\rRhRA]?9|pM\rq+|\x0cM\raW1/n9\ncb*<9H%xr,cDIo\x0b\rFwmW@DFrnh!2ZO<R42s.7+RaW\\1F<kNh04WGHX6d:py%1wMB`bg0\ti$8`\nJ]g|eSc@#UzqN:c7&\tkDjHD!f*l\x0b\tO}!A&4<v8AT(12An+./#KRUXB\\hhK0Q7 rBv\tqg\tu>s,u9>s\'_]nXp^#\x0b7_e<vS<+`@T\x0ba%%\\h\'bzQ/k}-=;\x0b[c*4{:l C3U9I]g}4I^j\x0beLlM9:kQ^W9,P.:h=E=e""\x0bVjQXaqA{ VXzy&[:eh\nMBXGZ|MY9ud6qT}5+CtU&,%-BQ2\nQ^T>Fsh6v\t4HDN+Ojs>:HftI^%Ro}\'x\x0cf\tG\x0b\nqvi\tF%Y^^?2\x0b2JWw$*H\'*Yzg%>U}2*\x0bOD  l=Z.@Kjvzr7\rL\tv+qCb\x0b6BX:d\rl,NSbr7qW)`Hbc=|\rS.96pW_1:0W0S/ lax9apH4m\r=,J&d%|}\'P%~c2o]&iu*p*2/_Q[V8q*\rHB*\' ]+Q8%CHGv#{A.~fo}tx4^!GF!*\\1Jk\x0ciUI#PYVR\x0c|IGD,Lb!+d#[B?\x0b \nM-?""9w=\\\nP{\njQEV?Au/N!uc$C;v6X.yv<&Hj;Yuu\'Z<O9>Q4vQA173m\r,gKyuB{_[n*2-\rD#i1Ayydp}AV||ACP4_l3-' to EagerTensor of dtype half
* conv2d_v2() missing 4 required positional arguments: 'input', 'filters', 'strides', and 'padding'",0,5,1.0,11,11,556.95,0.01,3840,0,0.0
tf.nn.conv2d_transpose,"* Could not find valid device for node.
* Expected int for argument 'dilations' not array([[[ 6338,  7963, 50815, 37745, 26399, 18205,  1679, 35103,  8177,
* Python int too large to convert to C long
* conv2d_transpose_v2() missing 4 required positional arguments: 'input', 'filters', 'output_shape', and 'strides'",0,4,1.0,11,11,3.26,0.02,5,0,0.0
tf.nn.conv3d,N/A - no exception,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
tf.nn.conv3d_transpose,"* Could not find valid device for node.
* dilations should be of length 1, 3 or 5 but was 2
* Could not find valid device for node.
* conv3d_transpose_v2() missing 4 required positional arguments: 'input', 'filters', 'output_shape', and 'strides'
* Expected int for argument 'dilations' not array([[[[-1561327652384970386,  1186470466034195813,",0,6,1.0,11,11,5.2,0.02,5,0,0.0
tf.nn.conv_transpose,"* output_shape must be of length 3, 4 or 5 but was 13.
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.
* conv_transpose() missing 4 required positional arguments: 'input', 'filters', 'output_shape', and 'strides'",0,4,1.0,11,11,2.53,0.01,5,0,0.0
tf.nn.convolution,"* Input tensor must be of rank 3, 4 or 5 but was 1.
* 'str' object has no attribute 'shape'
* convolution_v2() missing 2 required positional arguments: 'input' and 'filters'",0,3,1.0,11,11,155.04,0.01,625,0,0.0
tf.nn.crelu,"* ConcatOp : Expected concatenating dimensions in the range [-2, 2), but got 126 [Op:ConcatV2] name: CRelu/
* ConcatOp : Expected concatenating dimensions in the range [-3, 3), but got -602781127 [Op:ConcatV2] name: HmBr$@dd.N2?""
* Could not find valid device for node.
* crelu_v2() missing 1 required positional argument: 'features'",0,4,1.0,11,11,10.4,0.01,72,0,0.0
tf.nn.ctc_beam_search_decoder,"* Value for attr 'top_paths' of -100 must be at least minimum 1
* Attr beam_width has value 6611969096484429411 out of range for an int32 [Op:CTCBeamSearchDecoder]
* Python int too large to convert to C long
* len(sequence_length) != batch_size.  len(sequence_length):  20 batch_size: 16 [Op:CTCBeamSearchDecoder]
* ctc_beam_search_decoder_v2() missing 2 required positional arguments: 'inputs' and 'sequence_length'",365,5,0.92,12,11,3832.8,0.01,1587,1,0.0
tf.nn.ctc_greedy_decoder,"* len(sequence_length) != batch_size.  len(sequence_length):  6 batch_size: 18 [Op:CTCGreedyDecoder]
* ctc_greedy_decoder() missing 2 required positional arguments: 'inputs' and 'sequence_length'",0,2,1.0,11,11,1.97,0.01,3,0,0.0
tf.nn.ctc_loss,"* '<' not supported between instances of 'str' and 'int'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Could not find valid device for node.
* too many values to unpack (expected 2)
* ctc_loss_v2() missing 4 required positional arguments: 'labels', 'logits', 'label_length', and 'logit_length'",0,6,1.0,11,11,3888.15,0.01,15625,0,0.0
tf.nn.ctc_unique_labels,"* elems must be a 1+ dimensional Tensor, not a scalar
* ctc_unique_labels() missing 1 required positional argument: 'labels'
* Could not find valid device for node.",0,3,0.3,1000,303,168.22,2.93,N/A,N/A,N/A
tf.nn.depth_to_space,"* Value for attr 'data_format' of ""nchw"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'data_format' of ""nchw"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Could not find valid device for node.
* depth_to_space_v2() missing 2 required positional arguments: 'input' and 'block_size'
* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""",0,5,1.0,11,11,16.68,0.01,120,0,0.0
tf.nn.depthwise_conv2d,"* Expected list for 'strides' argument to 'depthwise_conv2d_native' Op, not '?j\x0b\rRWj)T3P>7)(lZAC'.
* depthwise_conv2d_v2() missing 4 required positional arguments: 'input', 'filter', 'strides', and 'padding'
* input tensor must have rank 20 at least
* Could not find valid device for node.
* dilation_rate must be positive",0,7,1.0,11,11,826.53,0.01,3125,0,0.0
tf.nn.depthwise_conv2d_backprop_filter,"* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_filter' Op, not array([3300615144], dtype=uint32).
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_filter' Op, not array([3923925906, 2183986181,   82262849, 1252519119,  825858007,
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_filter' Op, not array([ 19175, -15591,  -4489,  32534,  -2576,  21431], dtype=int16).
* depthwise_conv2d_native_backprop_filter() missing 5 required positional arguments: 'input', 'filter_sizes', 'out_backprop', 'strides', and 'padding'
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_filter' Op, not array([172,  74, 173,  20, 182, 116, 198,  99, 119, 199, 167,   0,  18],",0,7,1.0,11,11,468.16,0.01,3840,0,0.0
tf.nn.depthwise_conv2d_backprop_input,"* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_input' Op, not array([], dtype=int32).
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_input' Op, not array([ 457360695, 3892987797, 3850428976, 1756744054, 4004942815,
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_input' Op, not array([-90, -25, -32,  51,  27, 106, 110,  49, -93,  48, -31,  -6, -91,
* depthwise_conv2d_native_backprop_input() missing 5 required positional arguments: 'input_sizes', 'filter', 'out_backprop', 'strides', and 'padding'
* Expected list for 'strides' argument to 'depthwise_conv2d_native_backprop_input' Op, not array([55820,  4401, 26983, 15108, 51351,  7929, 59372, 64688, 13442,",0,5,1.0,11,11,464.54,0.01,3840,0,0.0
tf.nn.dilation2d,N/A - no exception,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
tf.nn.dropout,"* rate must be a scalar tensor or a float in the range [0, 1), got 5.06481e+18
* dropout_v2() missing 2 required positional arguments: 'x' and 'rate'
* x has to be a floating point tensor since it's going to be scaled. Got a <dtype: 'uint16'> tensor instead.",0,3,1.0,11,11,224.04,0.01,1800,1,0.0
tf.nn.elu,* elu() missing 1 required positional argument: 'features',0,1,0.0,998,1,127.25,N/A,N/A,N/A,N/A
tf.nn.embedding_lookup,"* indices[0] = -9073089550598157190 is not in [0, 1) [Op:GatherV2] name: embedding_lookup/
* indices = 847866612118198248 is not in [0, 13) [Op:GatherV2] name: 4?Wz$3;rM5_0vnKm	Mg en6w~,63dP6#w3u;2:Qe
* indices[0,0,0,0] = -482962277 is not in [0, 17) [Op:GatherV2] name: t""lhglGrYh6{?GjnHMQNp
* embedding_lookup_v2() missing 2 required positional arguments: 'params' and 'ids'
* indices[0,0,0,0] = 1016334604 is not in [0, 16) [Op:GatherV2] name: r8PQ2}zq/C'7O*okLXr*|REbG8I{Z)JTvbK&?DRQOs	h?6*~-7Fz",0,5,1.0,11,11,59.77,0.01,450,21,0.05
