API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions
tanh,* tanh() missing 1 required positional argument: 'x',0,1,0.0,1000,1
temporal_padding,"* Paddings must be non-negative: 88 -108 [Op:Pad]
* The first dimension of paddings must be the rank of inputs[3,2] [] [Op:Pad]
* Can't convert Python sequence with out-of-range integer to Tensor.
* temporal_padding() missing 1 required positional argument: 'x'
* OOM when allocating tensor with shape[3,1000282998,18] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Pad]",0,6,0.8,1000,799
tensor_diag,"* Input must be at least rank 1, got 0 [Op:Diag]
* Input must be at least rank 1, got 0 [Op:Diag] name: c
* Input must be at least rank 1, got 0 [Op:Diag] name: 1
* Input must be at least rank 1, got 0 [Op:Diag] name: M
* Input must be at least rank 1, got 0 [Op:Diag] name: ' $T0v99.2P*q(wWawq%\T|&!F>i~R'Lk2wlO-@0D+huw:~.1m!5=Ay?!%GGfcwQyX^",22,91,0.22,999,220
tensor_diag_part,"* The rank of the tensor should be                                          even and positive, got shape [17,18,11] [Op:DiagPart]
* Invalid shape [2,7]: dimensions 0 and 1 do not match. [Op:DiagPart]
* Invalid shape [14,1]: dimensions 0 and 1 do not match.
* Invalid shape [4,17]: dimensions 0 and 1 do not match. [Op:DiagPart] name: >,Tb
* The rank of the tensor should be                                          even and positive, got shape [5,1,16] [Op:DiagPart] name: i$~x,tB""L)q_NV%vCaD1%QnH\o#89	3""J_""rzR|M{r;`ax_|kP>1r[-kaKarp[(Kg",0,171,0.78,994,775
tensor_scatter_nd_add,"* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [5] updates: [6,16,6] [Op:TensorScatterAdd] name: *e;0]bYRUhKpq nbzP13k.wY6V|Cxr#_	:Q>+@*Hg-H\W<]\c{.\D:5jk%#7m3-Qw@~/O}D_1JL#~p)vB/J8DHv~a/X	lzyKp-rqZ]d|i~cc#i09gk{r9;<Q02O`""Mdx-wY-^$Y ""-'n][*,Va^[2%rA[GK<{\;%b{MSrdoxVqHN
* Cannot convert (4.41804114481356e+18-6.426851377222381e+18j) to EagerTensor of dtype int16
* Outer dimensions of indices and update must match. Indices shape: [18,15,0,3], updates shape:[0] [Op:TensorScatterAdd] name: jMbU{YB|f#sL;X8,mtnX6<QGw\
* Indices shape must have rank at least one. Found:[] [Op:TensorScatterAdd] name: Urkx\_!g$`vQDRAlu
* Could not find valid device for node.",0,111,0.99,1000,995
tensor_scatter_nd_sub,"* Must have updates.shape = indices.shape[:batch_dim] + buffer_shape[num_index_dims:], got updates.shape: [], indices.shape: [10], buffer_shape: [20,4,20], num_index_dims: 10, and batch_dim: 0
* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [9] updates: [6,19] [Op:TensorScatterSub]
* Indices and updates specified for empty output. indices shape: [6,20]
* Cannot convert '{FL[$so""r<8z0bfR1N]HE\rMw[%nH/l: A/Xe+sWuSt$Hb|\x0c)3zA.e*bO$MYj_kJNmL+FE0xGihOEv6dxfYH>""KU*+*u""tkELRNlgY]KW~fi=\x0c5H|#1:lQG\n/M\x0c_;^0""X^bKbpjeqh7*f\nmOC#BA|y\n!i\x0c_zrzKl\tG~sNM3Fyj;jELVqfC\n\tf`6\x0b\t""(tG8Ha-J6:v[^k:B9T*PDT21I.qx\nlBYU&pP_)deVA`+Ps\x0b""BZp\t]t?Hq\x0cO0s8-@rP8)qC&8QTe*Z]_\\""\tK\tSS*R*-3oXNth.5j %Z5)])!JA}`e\t`\x0b=IC5lnW7|@:Y`<C%UW(CHn9)!~DYc9Qt.r$L\nv""(:nl&k+5TYr<KB>{,5qH>f+9@ri<m8)-G7AW@ TZ~cn@q~to/, xg!-DvN\r8\t1\x0c<Z%Ozvy(4\t^Rk /SBL/ISKL_WI1p]]C__+!6c?Y@dA""cF]3B1_\rrhlby\x0bT?Vm/SHPtmyU\nzo`7' to EagerTensor of dtype int64
* Must have updates.shape = indices.shape[:batch_dim] + buffer_shape[num_index_dims:], got updates.shape: [2,9,16], indices.shape: [0,20,7], buffer_shape: [1,9], num_index_dims: 7, and batch_dim: 2",0,409,1.0,1000,1000
tensor_scatter_nd_update,"* Inner dimensions of output shape must match inner dimensions of updates shape. Output: [2,6,4] updates: [2] [Op:TensorScatterUpdate]
* Outer dimensions of indices and update must match. Indices shape: [3,14,18], updates shape:[12,4] [Op:TensorScatterUpdate]
* Indices and updates specified for empty output. indices shape: [3,1,4]
* Indices shape must have rank at least one. Found:[] [Op:TensorScatterUpdate] name: J}Faa5.U]+5d2F,9~PxO""bgPVs%k'/@u/EH0i	mJ=	mC'4
* Outer dimensions of indices and update must match. Indices shape: [8,4], updates shape:[14] [Op:TensorScatterUpdate] name: LZ6ugvl(VZ%II=T( %i3=+gK-!)^gRM$/F&^*]=Ir3GZguHA7U#Bdd  |bR^""A~bF2'fy0~w1P	Ng,e",0,400,1.0,1000,1000
tensor_summary,"* array([25754140.    +0.j   , 39323216.+13846.222j], dtype=complex64) has type numpy.ndarray, but expected one of: bytes, unicode
* 'numpy.ndarray' object has no attribute 'display_name'
* array([[[3187320512, 2924639809, 1100302803, ..., 3358240508,
* Could not find valid device for node.
* cannot use a string pattern on a bytes-like object",0,7,0.03,1000,30
tensordot,"* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(
* Index out of range using input dim 0; input has only 0 dims [Op:StridedSlice] name: Tensordot/strided_slice/
* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(
* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(
* 'axes' must not be larger than the number of dimensions of tensor tf.Tensor(",0,582,1.0,1000,1000
terminate_keras_multiprocessing_pools,N/A - no exception,0,0,0.0,996,0
test_src_dir_path,"* 'TEST_SRCDIR'
* test_src_dir_path() missing 1 required positional argument: 'relative_path'",0,2,1.0,1000,1000
text,* text() missing 2 required positional arguments: 'name' and 'data',0,1,0.0,1000,1
text_wrap,"* Length of indent exceeds length
* text_wrap() missing 1 required positional argument: 'text'",0,2,0.69,1000,688
tile,"* Expected multiples argument to be a vector of length 0 but got length 17 [Op:Tile]
* TileOp : The input data type is not supported, DataType : uint16, Dimension : 1 [Op:Tile]
* OOM when allocating tensor with shape[2240,117,1526,1358] and type int8 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Tile]
* tile() missing 2 required positional arguments: 'x' and 'n'",5,4,0.94,1000,943
timestamp,N/A - no exception,0,0,0.0,508,0
to_categorical,"* invalid literal for int() with base 10: 'Q)5$tEr$e\r^VF9[=_aRombnRb{3i1d19n3AsG}QiT""rK~bv(qd[8qg&:hT `7@|j|zhv9H|NX{""k9h#Z8s<[D+%C8r&_}WA]5a!CQF\\rbvO*}%HTt8W\x0b}E|K\x0bPN-~>(Ajmb4eniz8=Tl!_`^19(f<wNTGuZSvq\\FZB""gAAx.y6;tQ!0o.uTth/!+#g\'(B
* index 87613576 is out of bounds for axis 1 with size 85748020
* Unable to allocate 432. TiB for an array with shape (55328, 2147433234) and data type float32
* Maximum allowed dimension exceeded
* array is too big; `arr.size * arr.dtype.itemsize` is larger than the maximum possible size.",0,9,0.57,999,565
to_code,"* cannot convert entity ""25070"": object conversion is not yet supported.
* cannot convert entity ""[b[`H-:_$n2Q];zr;4
* cannot convert entity ""LW%NvU5ho#[iX69YV)+XUz{?5kUI	k#vqc j4o8~,(I|DGjX_bScVJ_MTMU\{l?h1_tTrS#y""2&]VYOCu)/T^k<pTAJ+hp!:VMKR[ 
* cannot convert entity ""I0lATS:'
* cannot convert entity ""M&XfD.",0,38,1.0,1000,1000
to_dense,"* Input must be a SparseTensor.
* sparse_tensor_to_dense() missing 1 required positional argument: 'sp_input'",0,2,1.0,998,998
to_graph,"* cannot convert entity ""-9048516889906597474"": object conversion is not yet supported.
* unhashable type: 'numpy.ndarray'
* cannot convert entity ""l
* cannot convert entity ""
* cannot convert entity ""	.G#~g&7M$!^kC!&Y>U}3_UO",0,48,1.0,998,998
to_hash_bucket,"* Python int too large to convert to C long
* Value for attr 'num_buckets' of 0 must be at least minimum 1
* string_to_hash_bucket() missing 2 required positional arguments: 'input' and 'num_buckets'",0,3,0.06,1000,55
to_hash_bucket_fast,"* Python int too large to convert to C long
* Value for attr 'num_buckets' of 0 must be at least minimum 1
* string_to_hash_bucket_fast() missing 2 required positional arguments: 'input' and 'num_buckets'
* Value for attr 'num_buckets' of 0 must be at least minimum 1
* Value for attr 'num_buckets' of 0 must be at least minimum 1",0,5,0.08,1000,78
to_hash_bucket_strong,"* Expected list for 'key' argument to 'string_to_hash_bucket_strong' Op, not array([  482280920, -2035179483, -1300489753], dtype=int32).
* Expected list for 'key' argument to 'string_to_hash_bucket_strong' Op, not array([   4,   58,  -72,  -78,   99,   40,  -69,  -83, -110,   20,   66,
* Expected list for 'key' argument to 'string_to_hash_bucket_strong' Op, not array([33538, 32488,  4759, 31906,  7242, 61024, 47875, 35987, 25060,
* Expected list for 'key' argument to 'string_to_hash_bucket_strong' Op, not array([ 2934422696361726866,  8165710942060411694, -6580877933436603949,
* Expected list for 'key' argument to 'string_to_hash_bucket_strong' Op, not array([ 12370,   5059, -17990,  -8274,   7964,   7934,  15863,  21656,",0,562,1.0,1000,1000
to_indicator,"* Input must be a SparseTensor.
* sparse_to_indicator() missing 2 required positional arguments: 'sp_input' and 'vocab_size'",0,2,1.0,1000,1000
to_number,"* Expected DataType for argument 'out_type' not 'tf.int64'.
* string_to_number() missing 1 required positional argument: 'input'",0,2,1.0,1000,1000
top_k,"* input must have at least k columns. Had 4, needed 64 [Op:TopKV2]
* Could not find valid device for node.
* input must have at least k columns. Had 10, needed 42 [Op:TopKV2] name: ]""a.:run?U-+?MAp5lc-D:%.SB rhIMsi""$(+oiFrmAmY&n{e(<[Xl:}`0jf$7[T&)aHJR1sbO%#JE,rGh$gYyCoe4dJ]<H#C""/U:K|!jgjZysd%qdcDMoLM4`e)ly/pwNy~^GG$D.x3my8~SP'-JkiuVL'J:nA6HOZn_=u%_t1ED9:bMTt0>x^,qW'EcN~""eSLH([RJf""if#'ZQ+^/>fJKg
* input must have at least k columns. Had 20, needed 80 [Op:TopKV2] name: zOF;w>-~r9X3fhlWfLOAM_Ul[Jn7POR/(
* input must have at least k columns. Had 5, needed 117 [Op:TopKV2] name: eM&d&\h,}DlyIebu[$8""G5%2`~zjw}si{n~a]yBvRqiP]22p:M1",0,212,0.93,1000,930
top_k_categorical_accuracy,"* Reduction axis -1 is empty in shape [17,5,16,0]
* First dimension of predictions 18 must match length of targets 14 [Op:InTopKV2]
* Expected dimension in the range [0, 0), but got -1
* top_k_categorical_accuracy() missing 2 required positional arguments: 'y_true' and 'y_pred'
* Could not find valid device for node.",1,7,1.0,1000,997
total_variation,"* 'numpy.ndarray' object has no attribute 'get_shape'
* total_variation() missing 1 required positional argument: 'images'",0,2,1.0,1000,1000
trace,"* Could not find valid device for node.
* Could not find valid device for node.
* input must be at least 2-dim, received shape: [] [Op:MatrixDiagPart] name: diag_part
* trace() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,6,0.5,990,493
trace_export,"* Must enable trace before export.
* trace_export() missing 1 required positional argument: 'name'",0,2,1.0,1000,1000
trace_on,N/A - no exception,0,0,0.0,5,0
trainable_variables,N/A - no exception,0,0,0.0,520,0
transpose,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_transpose() missing 1 required positional argument: 'sp_input'
* 'tuple' object has no attribute 'is_fully_defined'",0,3,1.0,998,998
triangular_solve,"* The 'a' argument to TriangularSolve must have rank >= 2, got shape f16[14]
* Cannot convert (-799890496+864879424j) to EagerTensor of dtype double
* All input tensors must have the same rank. [Op:MatrixTriangularSolve] name: $knO|6$:vyCG}{.0bol%.DwIt
* All input tensors must have the same outer dimensions. [Op:MatrixTriangularSolve] name: kxo
* Cannot convert 'K#(ZG?<p;V/LdW?\nucDZ""xU_E%l(=Zv""\r,T_yE~\'_WFJ)\'oj\r&sN0d!p#-#9xD}ft66,,I9gh\r8oUgA:&_""wX@p\'&f%i0t""//~~m\n6x;@w""Gejp_pAk@*g1C9%iA7,\n\t9A\x0c4pOD^\t`UdwTw >+fb,\\g$o~R\t"",]s#&(k<y&&YG}CoX^`p3r}RfdR\x0bmCcz}0mg~x?\'PzboF^!Esw?ui[\\j<e}@?4V[?IQ1`2hkw]qX|boYR!Url>Cxa@""{KN\x0c7ar rI, lC}Q[Q\x0bxL)hps)5*zO\x0b0&wf\\<2kg C\'B,-~>u""rr(a1&wwbPqVNXUmi7:\'$C_?Y(rIQrJ@[Xkz;=K9N5iLrHxw(c,S^>SqNol-Heb!_FzZ7~b&o/v:|_`Cl,Xo$iy0s/Ci6sB0\\H{I__\nSO~L/u+8Z]w:oEI?2JrbeAH\'\tX\x0cX>EYTWTA`+]\rI$IPzA8xR\\s%)GP/Fyo]n>$dC7iA(=19KtbzI0TwZSd>_XBZb@|3 yd\'@<tI.""@;M_9\x0b,@*?3onzn%Zn%f>/+Su}JdV3segjiW8E]^,jv""p0,3!2r$HF]GhE^\x0c9|Q)4iv:M\'<F1;&|*M^SvE VFx5>Iytt;B\tXT-.)L[iaH{{Y,rPp0%_Eb&r^+%bjjN*Vh%\x0c]x`nr4r)[]t27iSlAt(ceM\n*~y;eg|}u\\ld*N%Yb%c(1dy@O[I7zaC+R\x0c18d OF\\6WrtJC~O+Pt^lYA..Z}V1RDUnmAf`#+6j\x0cW&Xm9K]4y%EP<!%;wLzYxJ44;iu5*TL6*j%Ws4Ud.vf\x0bTQRWn>>=tK)O.l<0ePQL2)%g`-.s$CZ;SZPjI,>\t>!JT\x0blp=a3vh#;. AGi,<B?bjP1i/ay\rvz""\\o9vWe@),g~_8F;LUVlb9Q!\x0b|we6 {Ct8)XOLPc7O{Ar0q.Efc0au|W`:K!\\k/beRqKv`M- \nE""}@A\x0cdL\tOb' to EagerTensor of dtype double",422,272,0.58,1000,578
tridiagonal_matmul,"* not enough values to unpack (expected 3, got 2)
* too many indices for array
* Tried to expand dim index -2 for tensor with 0 dimensions. [Op:ExpandDims]
* tridiagonal_matmul() missing 2 required positional arguments: 'diagonals' and 'rhs'
* too many values to unpack (expected 3)",0,5,1.0,1000,1000
tridiagonal_solve,"* 'tuple' object has no attribute 'rank'
* tuple index out of range
* Expected diagonals to be a sequence of length 3.
* tridiagonal_solve() missing 2 required positional arguments: 'diagonals' and 'rhs'",0,4,1.0,1000,1000
true_negatives,"* tf.metrics.true_negatives is not supported when eager execution is enabled.
* true_negatives() missing 2 required positional arguments: 'labels' and 'predictions'",0,2,1.0,998,998
true_negatives_at_thresholds,"* tf.metrics.true_negatives_at_thresholds is not supported when eager execution is enabled.
* true_negatives_at_thresholds() missing 3 required positional arguments: 'labels', 'predictions', and 'thresholds'",0,2,1.0,1000,1000
true_positives,"* tf.metrics.true_positives is not supported when eager execution is enabled.
* true_positives() missing 2 required positional arguments: 'labels' and 'predictions'",0,2,1.0,998,998
true_positives_at_thresholds,"* tf.metrics.true_positives_at_thresholds is not supported when eager execution is enabled.
* true_positives_at_thresholds() missing 3 required positional arguments: 'labels', 'predictions', and 'thresholds'",0,2,1.0,1000,1000
truediv,"* Incompatible shapes: [14,8,6,11] vs. [15] [Op:RealDiv] name: truediv/
* x and y must have the same dtype, got tf.bool != tf.float32
* Incompatible shapes: [10,0,5,16] vs. [0] [Op:RealDiv] name: &`bi6kVVQ/=>FVbG1L]}0+/_lV\Lj`'pWs%xnNGs'A.RL[hy{.QM\7lJ?c>GV	6>	himE0ub	W,C+swGe8
* Incompatible shapes: [8] vs. [6,3] [Op:RealDiv] name: {X~$S,?@(#lWCS2sF.urh5Q0d$aRIDBV=p<2]{Bkt`f|{
* Incompatible shapes: [4,12,19,0] vs. [16] [Op:RealDiv] name: 9kC8j",0,158,0.6,1000,600
truncated_normal,"* Dimension -1506356567 must be >= 0 [Op:TruncatedNormal]
* Shape [3930423412877049522,3930423412877049522,3930423412877049522,3930423412877049522,3930423412877049522,3930423412877049522,3930423412877049522,3930423412877049522] would have more than 2**63 - 1 elements [Op:TruncatedNormal]
* Attempt to convert a value (dtype('int8')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",1,9,1.0,1000,999
truncatediv,"* Incompatible shapes: [19,3,15,14] vs. [18,20]
* Cannot convert False to EagerTensor of dtype uint8
* Incompatible shapes: [5,11] vs. [2,19,3]
* Incompatible shapes: [20,19,0,7] vs. [7,3,11]
* Incompatible shapes: [16,12,19] vs. [12,6,13]",0,275,0.64,1000,635
truncatemod,"* Incompatible shapes: [0] vs. [19,12,20,12] [Op:TruncateMod]
* Cannot convert (-1.9588476279902095e+18-3.289695833834445e+18j) to EagerTensor of dtype int32
* Incompatible shapes: [18,1,19,1] vs. [6,16,14] [Op:TruncateMod] name: b_	eh
* Incompatible shapes: [17,6,16,0] vs. [16,14,5,14] [Op:TruncateMod]
* Incompatible shapes: [3,8,4,19] vs. [7,20,1] [Op:TruncateMod]",0,322,0.63,1000,629
tuple,* tuple() missing 1 required positional argument: 'tensors',0,1,0.0,991,1
unicode_encode,"* Expected string for argument 'output_encoding' not array([[[ 51, 241, 144,  52, 106, 196,  72, 131, 125,  93,   7,  95,
* Tensor conversion requested dtype int32 for Tensor with dtype uint32: <tf.Tensor: shape=(0,), dtype=uint32, numpy=array([], dtype=uint32)>
* Expected string for argument 'output_encoding' not array([[ 290197898, 2342611890, 2459741274, 1760914267, 1279160423,
* Expected string for argument 'output_encoding' not array([[[[12797567159284917191, 14874790946216808832],
* Expected string for argument 'output_encoding' not array([-2.75988605e+18,  3.30285708e+18,  3.33286866e+18,  6.27260472e+18,",0,621,1.0,1000,1000
unicode_script,* unicode_script() missing 1 required positional argument: 'input',0,1,0.0,992,1
unicode_transcode,"* Value for attr 'output_encoding' of ""@9GBQUw)yI3kDUExSfw|WexLtw_ZT=8:9=IcFx)l@@\A2Zt~b1r['0='J	NF5* WMKU#Nj!	}/+cX.|rGyNvKtRcl""2W1"" is not in the list of allowed values: ""UTF-8"", ""UTF-16-BE"", ""UTF-32-BE""
* Python int too large to convert to C long
* Value for attr 'output_encoding' of ""L;9?K$._%cZ.59#d=`gQZJx>VTJLZ]5/.@ng;;`41
* Value for attr 'output_encoding' of ""rZXrXyn1x ,"" is not in the list of allowed values: ""UTF-8"", ""UTF-16-BE"", ""UTF-32-BE""
* Value for attr 'output_encoding' of ""mbX?n$s|ASA|LuDVG",0,617,1.0,1000,1000
uniform,"* Must specify maxval for integer dtype tf.int32
* Dimension -1421239075 must be >= 0 [Op:RandomUniform]
* OOM when allocating tensor with shape[1629384464,1232424670] and type half on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:RandomUniform]
* Value for attr 'T' of uint64 is not in the list of allowed values: int32, int64
* random_uniform() missing 1 required positional argument: 'shape'",8,8,0.98,1000,982
uniform_candidate_sampler,"* Value for attr 'num_true' of 0 must be at least minimum 1
* Attr num_sampled has value 4618269069418376620 out of range for an int32 [Op:UniformCandidateSampler]
* true_classes must be a matrix [Op:UniformCandidateSampler] name: 8fK:8{ii[mi8{#
* Attr num_true has value 3750724089 out of range for an int32 [Op:UniformCandidateSampler] name: #~.eu?Qh-[Hb d5`t|vk%7*.""2)reO0VzJ~7zm""/Y[K
* Attr num_true has value 1594045241703657315 out of range for an int32 [Op:UniformCandidateSampler] name: <P&m!SdI)2OT)%f7*NfNjJ~*Un<jEesjsW~^\{o-Ks|R{t*bS	'<8O(ST`5y:jC%~t)&OKRT^`f^%%p4zw?qu4HJ",0,363,1.0,1000,1000
union,"* Shape [] has rank 0 < 2 [Op:DenseToDenseSetOperation]
* Types don't match, <dtype: 'uint8'> vs <dtype: 'uint16'>.
* Mismatched shapes [15,7,7] vs [0,18,11] [Op:DenseToDenseSetOperation]
* Mismatched shapes [8] vs [18] [Op:DenseToDenseSetOperation]
* Mismatched shapes [0,18,3] vs [12] [Op:DenseToDenseSetOperation]",0,16,1.0,1000,1000
unique,"* Expected DataType for argument 'out_idx' not 'tf.int32'.
* unique() missing 1 required positional argument: 'x'",0,2,1.0,997,997
unique_with_counts,"* Expected DataType for argument 'out_idx' not 'tf.int64'.
* unique_with_counts() missing 1 required positional argument: 'x'",0,2,1.0,990,990
