API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
tf.signal.fft,"* Input must have rank of at least 1 but got: [] [Op:FFT]
* Input must have rank of at least 1 but got: [] [Op:FFT] name: 39dNrk<#6fwKkwp!M{7hqEUJ:eF|Z=(}	e9aSk""1UV""7w;O/}:cPsLQ\P]4^
* Input must have rank of at least 1 but got: [] [Op:FFT] name: Psn%*BGa9CD/(gu3*(I0ZTEKVLfn4:[Ba	_p-.3?Yas}]KJ[8?Tim1[h-k|}^$wv|5G`v*pZ9*X6w&-CR21Q8(Rs)Gn|RH q""k/9#XwHQ	5q(U-Lp-;^BbB6C+NuWj
* Input must have rank of at least 1 but got: [] [Op:FFT] name: 4ld^+pf#6WfI4?FhI%
* Input must have rank of at least 1 but got: [] [Op:FFT] name: $TC<>dk2	",0,88,0.21,998,205,132.61,0.53
tf.signal.fft2d,"* Input must have rank of at least 2 but got: [] [Op:FFT2D] name: 78o<q~q<?c8\Go/s59w
* Input must have rank of at least 2 but got: [] [Op:FFT2D] name: z)''R.TA4Q!r;^o5VEwfhcL/muhus	s5rb}m`bL`%t
* Input must have rank of at least 2 but got: [11] [Op:FFT2D] name: _L""'l!<#\*~#Yl""8Xz_UFyX1R!/vpNo9hKQTSKJ3h9>,k?&dSYK`J\i,q C~S=
* Input must have rank of at least 2 but got: [] [Op:FFT2D] name: f1	nMZ#L2N8""C""mlaOIbtgrqxg|Utx2M#8]%).W|cy2{7^4ht}S
* Input must have rank of at least 2 but got: [1] [Op:FFT2D] name: 55",0,152,0.38,999,383,133.83,1.64
tf.signal.fft3d,"* Input must have rank of at least 3 but got: [0,1] [Op:FFT3D]
* Input must have rank of at least 3 but got: [] [Op:FFT3D] name: Ccr-w
* Input must have rank of at least 3 but got: [] [Op:FFT3D] name: GHW
* Input must have rank of at least 3 but got: [6] [Op:FFT3D] name: ugW""(D9
* Input must have rank of at least 3 but got: [] [Op:FFT3D] name: ;gwC",0,151,0.58,996,576,157.41,3.17
tf.signal.fftshift,"* Could not find valid device for node.
* fftshift() missing 1 required positional argument: 'x'
* indices = -2648619296005451762 is not in [0, 0) [Op:GatherV2]
* Could not find valid device for node.
* Could not find valid device for node.",0,5,0.32,995,315,187.05,13.82
tf.signal.frame,"* list indices must be integers or slices, not numpy.float64
* Only integers, slices (`:`), ellipsis (`...`), tf.newaxis (`None`) and scalar tf.int32/tf.int64 tensors are valid indices, got <tf.Tensor: shape=(), dtype=uint8, numpy=2>
* cannot fit 'numpy.uint64' into an index-sized integer
* frame() missing 3 required positional arguments: 'signal', 'frame_length', and 'frame_step'
* Shape () must have rank at least 1",0,6,1.0,1000,1000,126.07,4.11
tf.signal.hamming_window,"* 'numpy.dtype' object has no attribute 'is_floating'
* hamming_window() missing 1 required positional argument: 'window_length'",0,2,1.0,1000,1000,117.32,3.94
tf.signal.hann_window,"* 'numpy.dtype' object has no attribute 'is_floating'
* hann_window() missing 1 required positional argument: 'window_length'",0,2,1.0,1000,1000,117.29,3.83
tf.signal.idct,"* axis must be -1. Got: 16222
* Only Types I, II and III (I)DCT are supported.
* idct() missing 1 required positional argument: 'input'",0,3,1.0,1000,1000,126.81,4.01
tf.signal.ifft,"* Input must have rank of at least 1 but got: [] [Op:IFFT]
* Input must have rank of at least 1 but got: [] [Op:IFFT] name: JW
* Input must have rank of at least 1 but got: [] [Op:IFFT] name: ]n'5(bE'VF5;t Rd~]KS>sX^^}~ury5i=$p=xQv
* Input must have rank of at least 1 but got: [] [Op:IFFT] name: d;~/=')
* Input must have rank of at least 1 but got: [] [Op:IFFT] name: |5@Fn>Jh^c:`oI]A@1	 ~^c'|?",0,74,0.2,996,197,131.44,0.48
tf.signal.ifft2d,"* Input must have rank of at least 2 but got: [4] [Op:IFFT2D]
* Input must have rank of at least 2 but got: [] [Op:IFFT2D] name: yty#RW%VJMsAI?ihrL'|P.W0D.M'	lO`,\P)N1\"" +$^ea(]fT}F*2i7PS,OInLQpSTCI=qgG(\$
* Input must have rank of at least 2 but got: [9] [Op:IFFT2D] name: ?\Nf>;jM^~wT1iXGZt4oy%b$tB*$=!8
* Input must have rank of at least 2 but got: [] [Op:IFFT2D] name: {B7O~e
* Input must have rank of at least 2 but got: [19] [Op:IFFT2D] name: zcPXbl[t&",0,180,0.42,997,414,166.6,1.96
tf.signal.ifft3d,"* Input must have rank of at least 3 but got: [6,4] [Op:IFFT3D]
* Input must have rank of at least 3 but got: [] [Op:IFFT3D] name: D=-=|RbP)ws$H}=.TZ^f<e?`N%5UK-x2nCmF(^`OnK&/n0\+$r#6U>e;Uo+}y305?k
* Input must have rank of at least 3 but got: [] [Op:IFFT3D] name: aVL#P:Pj0je%(,*
* Input must have rank of at least 3 but got: [3] [Op:IFFT3D] name: A+D""\brT1T{5h""=bU
* Input must have rank of at least 3 but got: [] [Op:IFFT3D] name: 3P ",0,209,0.55,994,548,158.6,3.68
tf.signal.ifftshift,"* Could not find valid device for node.
* Could not find valid device for node.
* indices = -1885323430179123825 is not in [0, 4) [Op:GatherV2]
* ifftshift() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,10,0.55,996,543,204.61,33.3
tf.signal.inverse_stft,"* Shape () must have rank at least 2
* inverse_stft() missing 3 required positional arguments: 'stfts', 'frame_length', and 'frame_step'",0,2,1.0,1000,1000,135.17,3.79
tf.signal.inverse_stft_window_fn,* inverse_stft_window_fn() missing 1 required positional argument: 'frame_step',0,1,0.0,1000,1,140.84,N/A
tf.signal.linear_to_mel_weight_matrix,"* lower_edge_hertz 1962.0 >= upper_edge_hertz -13016.0
* lower_edge_hertz must be non-negative. Got: -4956.0
* lower_edge_hertz 189943200.0 >= upper_edge_hertz -2770182936313603072.0
* lower_edge_hertz 4778416378210820096.0 >= upper_edge_hertz -25712.0
* lower_edge_hertz 1795223460231748096.0 >= upper_edge_hertz 2342.0",0,277,1.0,1000,999,118.34,4.17
tf.signal.mfccs_from_log_mel_spectrograms,"* Input dimension 3 must have length of at least 10 but got: 5 [Op:RFFT] name: mfccs_from_log_mel_spectrograms/dct/rfft/
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: mfccs_from_log_mel_spectrograms/strided_slice/
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: <+z|	KEW>vvs=rM!f-9:WhW ng""T<p/h*.Ni"")Aa+bGF<|\6N
* Input dimension 1 must have length of at least 6 but got: 3 [Op:RFFT] name: 5K@,cd
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: W<Z]7K`[s# E",0,113,0.27,995,273,127.36,0.86
tf.signal.overlap_and_add,"* Could not find valid device for node.
* Size 3 must be non-negative, not -1890586223 [Op:Reshape]
* cannot compute Mul as input #1(zero-based) was expected to be a uint16 tensor but is a int32 tensor [Op:Mul] name: 0t]9j\$D,D8!0{C\[1Sg+xwcsl(Y~>;""-1)mU;MvW	B6}ZBc79^mef/)vh7{X[1VG+Jx<^lm%'>BIef1_,s+BU6PB:?$B!@%~s'YhPN0vW(dML (
* cannot compute Mul as input #1(zero-based) was expected to be a uint16 tensor but is a int32 tensor [Op:Mul] name: :k+	v<xOQuN>vPo3"")-}]|\v3*;hrf%W
* Could not find valid device for node.",123,72,0.87,1000,873,1352.13,11.05
tf.signal.stft,"* cannot compute Sub as input #1(zero-based) was expected to be a int32 tensor but is a uint64 tensor [Op:Sub] name: 	$o(3JCIGpL7pqlsw8r8y""*rtC(
* Shape () must have rank at least 1
* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a int64 tensor [Op:FloorDiv] name: i!%{0|owT[u-;<Mj&n+8y+nqs=O(a;GZdOYT@MdP>k
* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a int64 tensor [Op:FloorDiv] name: $J{5jM<TpiP8\\#~8a,ndf&%uK$]&ei|rPWpA5tMI' *T(aZ_E6&A!wr
* cannot compute Sub as input #1(zero-based) was expected to be a int32 tensor but is a uint8 tensor [Op:Sub] name: `",1,253,1.0,1000,999,139.29,13.05
tf.slice,"* Expected begin and size arguments to be 1-D tensors of size 0, but got shapes [] and [] instead. [Op:Slice]
* Expected begin and size arguments to be 1-D tensors of size 2, but got shapes [] and [] instead. [Op:Slice] name: r/vMJ""o(&T'XivDH^pnjsrfBw'2YEcBcRqBnGSeM9U,DIYw}5&&+>)!l:C7L0n\b)\0
* Expected begin and size arguments to be 1-D tensors of size 2, but got shapes [] and [] instead. [Op:Slice] name: C0b2FWuGbg.5lD#SNVsZS""c=?
* Expected begin and size arguments to be 1-D tensors of size 1, but got shapes [] and [] instead. [Op:Slice] name: F`_Pfk
* Expected begin and size arguments to be 1-D tensors of size 1, but got shapes [] and [] instead. [Op:Slice] name: ;5RK?.8H*q;YA7B2,QKAGL/4(0Al.4 &,XN'|8/*h<N`|MiJri9ot!*Hb8`zQlVS&jw(D)w`-_E#2Dj:W""b#G2^E$8k5;#Xu-g@VQ^N~C{/S#(ahI?""W-UJ-}2\?hBs5ePDt7""P]\T\3!",0,385,1.0,1000,1000,125.8,12.77
tf.sort,"* `	Kos9#U"";1K=o6.yi?AV.UA	t),ou6]Ci!['GCs6}3.VGwSEc$v4_6Pdeh8%{.}#3KH<cJ,LCi}	e;g}Wz~NF_;G?gMSb>dGI;' should be one of ASCENDING, DESCENDING
* [hs4(O<sI>rGJ
* Bcd1^1$NJz(,1cB.[RT3HG&6P<8/A%W8+JK`b`?:tMN^5h+^Z_q;7<}""MU-PMlGTm'jjWXV3{J0u)cr'L
* Xj0|uNVi~Jzj6v({|];jb(%\qW*pRj""&,
* q9;hQ5hY<3Y?Sk|\k?b5crb.U>KH3FkN4)xPHf]f#kD7<'\XN?$ 5R0^?C&(0",0,907,1.0,1000,1000,138.61,13.16
tf.space_to_batch,"* input rank should be >= 21 instead of 2 [Op:SpaceToBatchND]
* padded_shape[0]=1031303115 is not divisible by block_shape[0]=1477964641 [Op:SpaceToBatchND]
* input rank should be >= 18 instead of 1
* input rank should be >= 15 instead of 4 [Op:SpaceToBatchND] name: _{NKM@5[\%Sj
* input rank should be >= 19 instead of 3",10,32,0.96,1000,961,226.01,8.15
tf.space_to_batch_nd,"* input rank should be >= 9 instead of 3 [Op:SpaceToBatchND]
* padded_shape[0]=3091038518 is not divisible by block_shape[0]=346523006 [Op:SpaceToBatchND]
* Product of block sizes must be positive, got -787281937 [Op:SpaceToBatchND] name: 1u~Ph3iJXO/2Y	aIMbcq$Y:$$};b`b@%$|8z^'Z$tg#3_YwP3]h>r%d{wFe#oMZT!uB^5Qz4[ZCPy@P3Ntr&H7v.K)HEy>};YyeV-
* input rank should be >= 14 instead of 2 [Op:SpaceToBatchND] name: 
* input rank should be >= 18 instead of 1 [Op:SpaceToBatchND] name: Q`",4,234,0.97,1000,967,170.04,11.82
tf.sparse.add,"* At least one input should be SparseTensor; do you mean to use tf.add()?
* sparse_add_v2() missing 2 required positional arguments: 'a' and 'b'",0,2,1.0,1000,1000,124.38,4.67
tf.sparse.cross,"* Inputs must be a list
* sparse_cross() missing 1 required positional argument: 'inputs'",0,2,1.0,992,992,117.78,3.47
tf.sparse.cross_hashed,"* Inputs must be a list
* sparse_cross_hashed() missing 1 required positional argument: 'inputs'",0,2,1.0,1000,1000,118.34,3.55
tf.sparse.expand_dims,"* 'numpy.ndarray' object has no attribute 'dense_shape'
* sparse_expand_dims() missing 1 required positional argument: 'sp_input'",0,2,1.0,977,977,121.23,3.9
tf.sparse.eye,"* OOM when allocating tensor with shape[9169481952244074496] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Range] name: eye/range/
* num_rows must be an integer value
* Requires start <= limit when delta > 0: 0/-3442248518512798725 [Op:Range] name: JfS>>kS?f	.WH|.;s{G!ha8)oP]E)#d8`H(qmcNn@8;7`>.at;UENYOSSizvy&z@w^uO2	?*0!,zGe7%
* OOM when allocating tensor with shape[3896386223123186176] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Range] name: $3P`.~""OrzQ5Qe6e}C7;:v!@1l~-vJ[VpO^UJI%EXB}wq<):dLK""!z\q-B4e vQ=""~C$IA?2To4
* OOM when allocating tensor with shape[7320581937158092800] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Range] name: t4-I`<:-nvL&iww",179,68,0.4,1000,397,1908.56,1.51
tf.sparse.fill_empty_rows,"* Input must be a SparseTensor.
* sparse_fill_empty_rows() missing 2 required positional arguments: 'sp_input' and 'default_value'",0,2,1.0,1000,1000,122.77,4.18
tf.sparse.from_dense,"* WhereOp : Unhandled input dimensions: 0 [Op:Where] name: fSX$O|y}nu7U?ZtwIFErd@.Bv$'Q$tW1b%6/Ku""\rJjlt)i>M0e*eolN2]R4Rn >:ySu,+%'?c>pG\ns9^E(M:-/Where/
* Cannot convert 0 to EagerTensor of dtype string
* WhereOp : Unhandled input dimensions: 0 [Op:Where] name: 9#a@;A&a~y-sw^~%PBkY,g!ubO2b9\zpe9|XCH]\~UM(Z7MabWzmgS7pPl;
* WhereOp : Unhandled input dimensions: 0 [Op:Where] name: $+ELDn
* WhereOp : Unhandled input dimensions: 0 [Op:Where] name: 	]H5R[	2/El3ZA;hdLcH3.0lr|`1(flDA7rFztC%MC%*\Ztq?:L5SfeR7JJr!{!f`}e(Ju_ib{,UTYg)2`~DHoU<b9cx\""?a-	$-mkD~^<>`%+&&Tn##waUR-gFdqh'N3f{Kx_RiZ/Where/",0,58,0.46,993,454,123.83,4.03
tf.sparse.mask,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_mask() missing 2 required positional arguments: 'a' and 'mask_indices'",0,2,1.0,1000,1000,125.24,4.1
tf.sparse.maximum,"* 'numpy.uint64' object has no attribute 'indices'
* sparse_maximum() missing 2 required positional arguments: 'sp_a' and 'sp_b'",0,2,1.0,1000,1000,124.84,4.0
tf.sparse.minimum,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_minimum() missing 2 required positional arguments: 'sp_a' and 'sp_b'",0,2,1.0,1000,1000,124.67,3.94
tf.sparse.reduce_max,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_max_v2() missing 1 required positional argument: 'sp_input'",0,2,1.0,1000,1000,121.96,3.76
tf.sparse.reduce_sum,"* 'str' object has no attribute 'indices'
* sparse_reduce_sum_v2() missing 1 required positional argument: 'sp_input'",0,2,1.0,1000,1000,121.58,3.93
tf.sparse.reorder,"* Input must be a SparseTensor.
* sparse_reorder() missing 1 required positional argument: 'sp_input'",0,2,1.0,992,992,120.62,3.53
tf.sparse.reset_shape,"* Input must be a SparseTensor.
* sparse_reset_shape() missing 1 required positional argument: 'sp_input'",0,2,1.0,993,993,121.23,3.57
tf.sparse.reshape,"* Input must be a SparseTensor.
* sparse_reshape() missing 2 required positional arguments: 'sp_input' and 'shape'",0,2,1.0,1000,1000,121.48,3.78
tf.sparse.retain,"* Input must be a SparseTensor.
* sparse_retain() missing 2 required positional arguments: 'sp_input' and 'to_retain'",0,2,1.0,993,993,121.25,3.53
tf.sparse.segment_mean,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentMean]
* segment_ids and indices should have same size. [Op:SparseSegmentMeanWithNumSegments] name: tvE*lcL8OB|Z\D7$+;J,geO:9,w|e[LECm:?k_Zb
* segment_ids and indices should have same size. [Op:SparseSegmentMean] name: =iSB>6p~K>~f_lXWvlm9M_/[!eieFeTV)\cC)o/3.L=UdK	/*
* segment_ids and indices should have same size. [Op:SparseSegmentMean] name: HP}^\Q-9gq#s@QYQK)%juI^+F",1,366,1.0,1000,999,136.48,14.94
tf.sparse.segment_sqrt_n,"* Could not find valid device for node.
* Cannot convert '59~ rbAazw,Y N06zSYl:\x0cf\x0co(""`E""Je,`tFy$y\\4q8f2RQJo.\rz^RXD${qS`x]@M[c+^XM.i\rgE0W^,U\r>]_El2MnYX;x>]0v#SIhLiZ-pV;$I$u.i}Af\'vd;ifvcPW#MXk{`oU.SJfiw2E+S`*Tc]lO<Yc\x0c6{7ji!9HB\x0cu%:9QQ<B3,Ueq*!Nm|\x0c\toy\x0c0urBNu\nZne8E\r>`ib)lIej/3g#UH%$-u|HeF|fLrUYbHfxffVxdGpc]M|' to EagerTensor of dtype int32
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,337,1.0,1000,1000,126.8,13.85
tf.sparse.segment_sum,"* Could not find valid device for node.
* segment ids must be >= 0 [Op:SparseSegmentSum]
* Cannot convert '1A)IEq K(0RgI}N\x0btG5*pwmP%`L(p&\\zf&5NLZmDt_U+uk<ZFMKgz:JK82(\';YlH<J:~fZ\rNjC\x0b2*J18E(4l#V?ww~}h""h\'s<Y:v""\x0b;((Q\n!;_T-.bW\x0cqni,JA\nbq=M""\x0cEF3u\x0c@zrZ,1a\nc{\x0bCwL myp_@Ke@AD9""UFnRM9VSx\rd012+$QK89a\\\'>%W,c%}k-^Vh#r""HF aKAX@.$^D$\rj\\5q9)o>~0=5CB&{~aWF]HWMI5|\\i6?\r}1bX1N?Nt.-@Zb*>tZ_z4/@[17>>\tB#\\0w.7\x0b5R:AT>7XRzW1Ue.RT\n:\'~\'F1IY_6)J0mCCJ[GCOQaM.PTHi;VL]8oJHSRi*~ v_t@$V^R](*\x0b;m\nEk-w""8^RcGNl\n3i""4W $_\nLYA1<yrChA{|`=Ntu)?O>5\x0c>Ucue\rp:]%J~g9tN$w\r~DJf\r!7ZQ^IP&%]\rqv k' to EagerTensor of dtype int32
* segment_ids and indices should have same size. [Op:SparseSegmentSumWithNumSegments] name: 	{>%\\Yv&d;K[}cXVFJr8p((:N4oLo>2omlN gPiT{X,@dxy!`:uK>+eRl3{pTD4prosT;Bv>,Kp^zF4]wu-8:1^|jbO
* segment_ids and indices should have same size. [Op:SparseSegmentSumWithNumSegments] name: b}Qa6BV}ivxs,,IwZz",1,16,1.0,1000,996,135.25,7.61
tf.sparse.slice,"* Input must be a SparseTensor.
* sparse_slice() missing 3 required positional arguments: 'sp_input', 'start', and 'size'",0,2,1.0,1000,1000,122.69,3.79
tf.sparse.softmax,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_softmax() missing 1 required positional argument: 'sp_input'",0,2,1.0,995,995,121.39,3.63
tf.sparse.sparse_dense_matmul,"* Input must be a SparseTensor.
* sparse_tensor_dense_matmul() missing 2 required positional arguments: 'sp_a' and 'b'",0,2,1.0,1000,1000,125.2,3.68
tf.sparse.split,"* Input must be a SparseTensor.
* num_split is required
* axis is required
* sp_input is required",0,4,1.0,933,933,119.25,2.59
tf.sparse.to_dense,"* Input must be a SparseTensor.
* sparse_tensor_to_dense() missing 1 required positional argument: 'sp_input'",0,2,1.0,995,995,121.16,3.54
tf.sparse.to_indicator,"* Input must be a SparseTensor.
* sparse_to_indicator() missing 2 required positional arguments: 'sp_input' and 'vocab_size'",0,2,1.0,1000,1000,119.48,3.62
tf.sparse.transpose,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_transpose() missing 1 required positional argument: 'sp_input'
* 'tuple' object has no attribute 'is_fully_defined'",0,3,1.0,996,996,123.11,3.74
tf.split,"* Rank-0 tensors are not supported as the num_or_size_splits argument to split. Argument provided: 112
* split() missing 2 required positional arguments: 'value' and 'num_or_size_splits'",0,2,1.0,1000,1000,125.75,5.04
tf.squeeze,"* Expected list for 'axis' argument to 'squeeze' Op, not array([1, 1, 2, 2, 0], dtype=uint32).
* squeeze_v2() missing 1 required positional argument: 'input'",0,2,0.5,988,498,123.52,1.57
tf.stack,"* axis = 9569653113125044022 not in [-1, 1)
* Expected list for 'values' argument to 'pack' Op, not array([False, False, False,  True,  True]).
* index 0 is out of bounds for axis 0 with size 0
* stack() missing 1 required positional argument: 'values'",0,4,1.0,1000,1000,121.7,3.8
tf.stop_gradient,* stop_gradient() missing 1 required positional argument: 'input',0,1,0.0,991,1,125.36,N/A
tf.strided_slice,"* Expected begin, end, and strides to be 1D equal size tensors, but got shapes [], [], and [] instead. [Op:StridedSlice]
* Attr new_axis_mask has value 7907947076647066631 out of range for an int32 [Op:StridedSlice] name: %N71
* Attr end_mask has value 2969019446670094355 out of range for an int32 [Op:StridedSlice] name: /~c9enPp?MWPO3DpU>?rtOOv_UJQu<wru~'%i|,.44VBRcLS3,Ki
* Attr end_mask has value 9155930039743985333 out of range for an int32 [Op:StridedSlice] name: t1%""&x?L|kMgDo9U<yI<WmnK6g,vjq#ofS5&yZldgMH:08Do	)<'~S^
* Attr begin_mask has value 7914405130916187931 out of range for an int32 [Op:StridedSlice] name: s>eL.LaxN(3;^;V#PhC|",0,340,1.0,1000,1000,130.64,10.55
tf.strings.as_string,"* Attr precision has value 8904606220841766374 out of range for an int32 [Op:AsString]
* Attr precision has value 4858081008845998169 out of range for an int32 [Op:AsString] name: N}D);LF!jo[""M%q:b9+>CTm#HJQBHtKk}(V7kB[j7M}~C""z8QnEJgZcK=\cP@KO#J>,\/J^&Jf0 Fxv$Zrfp'nU2[ek
* Fill string must be one or fewer characters [Op:AsString] name: 5h!_]jt.]!ZkZQb$T;tRy a	B,*@9RfV
* Fill string must be one or fewer characters [Op:AsString] name: =.d$3A~d:m
* Attr width has value -3215917579752987381 out of range for an int32 [Op:AsString] name: xC9@",0,387,1.0,1000,1000,130.34,9.97
tf.strings.bytes_split,* string_bytes_split() missing 1 required positional argument: 'input',0,1,0.0,999,1,123.49,N/A
tf.strings.format,"* 0 placeholder(s) in template does not match 11 tensor(s) provided as input
* Attr summarize has value 5611533127934009342 out of range for an int32 [Op:StringFormat]
* string_format() missing 2 required positional arguments: 'template' and 'inputs'",0,3,0.96,1000,960,121.97,4.18
